阿爸,a'ba
多妻制,duo'qi'zhi
多神教,duo'shen'jiao
多堂,duo'tang
厄敖狄雅,e'ao'di'ya
厄巴耳,e'ba'er
厄贝得默肋客,e'bei'de'mo'lei'ke
厄贝尔,e'bei'er
厄贝雅塔尔,e'bei'ya'ta'er
厄彼雅塔尔,e'bi'ya'ta'er
恶表,e'biao
恶表山,e'biao'shan
厄德勒,e'de'le
厄东,e'dong
厄尔,e'er
厄耳,e'er
厄耳卡纳,e'er'ka'na
厄耳科士,e'er'ke'shi
厄耳玛丹,e'er'ma'dan
厄耳特刻,e'er'te'ke
厄法,e'fa
厄斐龙,e'fei'long
厄弗得,e'fu'de
厄弗辣大,e'fu'la'da
厄弗辣因,e'fu'la'yin
厄弗所,e'fu'suo
厄弗所书,e'fu'suo'shu
厄革隆,e'ge'long
厄胡得,e'hu'de
厄克巴塔纳,e'ke'ba'ta'na
厄刻龙,e'ke'long
厄拉,e'la
厄拉谷,e'la'gu
厄拉撒尔,e'la'sa'er
厄辣斯托,e'la'si'tuo
厄拉特,e'la'te
厄兰,e'lan
厄蓝,e'lan
厄勒客,e'le'ke
厄肋阿匝尔,e'lei'a'za'er
厄肋番廷草纸文件,e'lei'fan'ting'cao'zhi'wen'jian
厄里,e'li
厄里厄则尔,e'li'e'ze'er
厄里法次,e'li'fa'ci
厄里买,e'li'mai
厄里默肋客,e'li'mo'lei'ke
厄里沙,e'li'sha
厄里叟,e'li'sou
厄里乌,e'li'wu
厄里乌得,e'li'wu'de
厄里亚,e'li'ya
厄里雅金,e'li'ya'jin
厄里雍,e'li'yong
厄里约颇里,e'li'yue'po'li
厄林,e'lin
厄隆,e'long
厄路耳,e'lu'er
厄罗音,e'luo'yin
厄吕玛,e'lv'ma
厄玛奴耳,e'ma'nu'er
厄玛乌,e'ma'wu
厄明,e'ming
厄诺士,e'nuo'shi
厄帕夫辣,e'pa'fu'la
厄帕洛狄托,e'pa'luo'di'tuo
厄派乃托,e'pai'nai'tuo
厄丕默尼得,e'pi'mo'ni'de
厄撒哈冬,e'sa'ha'dong
厄撒乌,e'sa'wu
厄色尼,e'se'ni
厄市苛耳,e'shi'ke'er
厄市陶耳,e'shi'tao'er
厄斯德拉,e'si'de'la
厄斯德拉默示录,e'si'de'la'mo'shi'lu
厄斯德拉上下,e'si'de'la'shang'xia
厄斯得隆,e'si'de'long
厄斯里,e'si'li
厄塔宁,e'ta'ning
厄堂,e'tang
厄堂旷野,e'tang'kuang'ye
厄特巴耳,e'te'ba'er
厄提约丕雅,e'ti'yue'pi'ya
厄娃,e'wa
厄威耳默洛达客,e'wei'er'mo'luo'da'ke
厄乌辣桂隆,e'wu'la'gui'long
厄乌提曷,e'wu'ti'he
鳄鱼,e'yu
厄则克耳,e'ze'ke'er
厄兹雍革贝尔,e'zi'yong'ge'bei'er
恩宠,en'chong
恩多尔,en'duo'er
恩厄革拉因,en'e'ge'la'yin
恩革狄,en'ge'di
恩加宁,en'jia'ning
恩许,en'xu
二世,er'shi
儿子,er'zi
法郎,fa'lang
法利塞,fa'li'sai
发亮的金属,fa'liang'de'jin'shu
法律,fa'lv
法奴耳,fa'nu'er
发誓,fa'shi
发虚誓,fa'xu'shi
法学士,fa'xue'shi
泛巴比伦主义,fan'ba'bi'lun'zhu'yi
番红,fan'hong
燔祭,fan'ji
纺织,fang'zhi
诽谤,fei'bang
翡翠,fei'cui
非革罗,fei'ge'luo
费肋孟,fei'lei'meng
费肋孟书,fei'lei'meng'shu
非肋托,fei'lei'tuo
斐理伯,fei'li'bo
斐理伯城,fei'li'bo'cheng
斐理伯大事录,fei'li'bo'da'shi'lu
斐理伯书,fei'li'bo'shu
斐理斯,fei'li'si
非罗罗哥,fei'luo'luo'ge
腓尼基,fei'ni'ji
腓尼斯,fei'ni'si
飞鸟,fei'niao
废书库,fei'shu'ku
废物,fei'wu
废墟,fei'xu
废址,fei'zhi
分封侯,fen'feng'hou
分裂,fen'lie
分娩,fen'mian
坟墓,fen'mu
蜂蜜,feng'mi
蜂蜜蜂,feng'mi'feng
枫树,feng'shu
复活,fu'huo
弗肋贡,fu'lei'gong
夫黎基雅,fu'li'ji'ya
附魔,fu'mo
父母,fu'mu
妇女,fu'nv
父亲,fu'qin
蝮蛇,fu'she
覆手,fu'shou
福突纳托,fu'tu'na'tuo
福依贝,fu'yi'bei
福音,fu'yin
福音对观,fu'yin'dui'guan
福音合编,fu'yin'he'bian
傅油,fu'you
盖法,gai'fa
甘达刻,gan'da'ke
橄榄山,gan'lan'shan
橄榄山南,gan'lan'shan'nan
橄榄石,gan'lan'shi
橄榄树,gan'lan'shu
甘松,gan'song
告解圣事,gao'jie'sheng'shi
高丘,gao'qiu
羔羊,gao'yang
革巴,ge'ba
革巴尔,ge'ba'er
革巴耳,ge'ba'er
哥仓,ge'cang
革达里雅,ge'da'li'ya
革德辣,ge'de'la
革多尔,ge'duo'er
革多尔老默尔,ge'duo'er'lao'mo'er
哥耳哥达,ge'er'ge'da
哥尔基雅,ge'er'ji'ya
革尔熊,ge'er'xiong
革尔雄,ge'er'xiong
葛法翁,ge'fa'weng
哥格,ge'ge
革哈齐,ge'ha'qi
革辣,ge'la
革辣尔,ge'la'er
革辣撒,ge'la'sa
革辣撒地区,ge'la'sa'di'qu
哥蓝,ge'lan
革勒提人,ge'le'ti'ren
哥肋雅,ge'lei'ya
革黎斤,ge'li'jin
革黎特,ge'li'te
格林多城,ge'lin'duo'cheng
格林多前后书,ge'lin'duo'qian'hou'shu
革鲁宾,ge'lu'bin
革鲁布,ge'lu'bu
哥罗森,ge'luo'sen
哥罗森书,ge'luo'sen'shu
革玛辣,ge'ma'la
革玛黎雅,ge'ma'li'ya
哥默尔,ge'mo'er
革摩士,ge'mo'shi
革乃撒勒,ge'nai'sa'le
哥笙,ge'sheng
革叔尔,ge'shu'er
割损礼,ge'sun'li
革则尔,ge'ze'er
革则尔历,ge'ze'er'li
革责玛尼,ge'ze'ma'ni
鸽子,ge'zi
跟随,gen'sui
耕德巴,geng'de'ba
耕格勒,geng'ge'le
供饼,gong'bing
宫殿,gong'dian
公函,gong'han
工人,gong'ren
公议会,gong'yi'hui
供桌,gong'zhuo
狗熊,gou'xiong
古民族的分布,gu'min'zu'de'fen'bu
谷木兰,gu'mu'lan
雇商黎沙塔殷,gu'shang'li'sha'ta'yin
雇士,gu'shi
雇特,gu'te
骨匣,gu'xia
寡妇,gua'fu
冠冕,guan'mian
官绅,guan'shen
官员,guan'yuan
光明,guang'ming
光荣,guang'rong
光荣颂,guang'rong'song
跪伏,gui'fu
归化,gui'hua
归依,gui'yi
归依犹太教者,gui'yi'you'tai'jiao'zhe
棍杖,gun'zhang
国历新年,guo'li'xin'nian
国王,guo'wang
哈巴谷,ha'ba'gu
哈巴谷书,ha'ba'gu'shu
哈巴漆尼雅,ha'ba'qi'ni'ya
哈彼鲁,ha'bi'lu
哈波尔,ha'bo'er
哈达得,ha'da'de
哈达得黎孟,ha'da'de'li'meng
哈达德则尔,ha'da'de'ze'er
哈达撒,ha'da'sa
哈得辣客,ha'de'la'ke
哈耳胡耳,ha'er'hu'er
哈盖,ha'gai
哈盖书,ha'gai'shu
哈革尔人,ha'ge'er'ren
哈基拉,ha'ji'la
哈加达,ha'jia'da
哈加尔,ha'jia'er
哈刻达玛,ha'ke'da'ma
哈辣得殿宇,ha'la'de'dian'yu
哈拉黑,ha'la'hei
哈拉卡,ha'la'ka
哈兰,ha'lan
哈肋耳,ha'lei'er
哈陵,ha'ling
虾蟆,ha'ma
哈玛特,ha'ma'te
哈曼,ha'man
哈孟,ha'meng
哈摩尔,ha'mo'er
哈摩辣,ha'mo'la
哈慕辣彼,ha'mu'la'bi
哈纳乃耳,ha'na'nai'er
哈纳乃耳堡,ha'na'nai'er'bao
哈纳尼,ha'na'ni
哈纳尼雅,ha'na'ni'ya
哈乃斯,ha'nai'si
哈诺客,ha'nuo'ke
哈诺客书,ha'nuo'ke'shu
哈沙彼雅,ha'sha'bi'ya
哈叔布,ha'shu'bu
哈突士,ha'tu'shi
哈威拉,ha'wei'la
哈沃特雅依尔,ha'wo'te'ya'yi'er
哈息待党,ha'xi'dai'dang
哈雄,ha'xiong
哈依,ha'yi
哈匝耳,ha'za'er
哈匝尔阿达尔,ha'za'er'a'da'er
哈匝尔厄南,ha'za'er'e'nan
哈兹洛特,ha'zi'luo'te
哈祚尔,ha'zuo'er
海鸥,hai'ou
海豚,hai'tun
海豚皮,hai'tun'pi
海洋,hai'yang
航海,hang'hai
号角,hao'jiao
豪郎,hao'lang
曷巴布,he'ba'bu
赫贝尔,he'bei'er
赫贝龙,he'bei'long
曷达委雅,he'da'wei'ya
曷狄雅,he'di'ya
曷尔,he'er
曷尔玛,he'er'ma
赫尔玛,he'er'ma
赫尔孟,he'er'meng
赫尔默斯,he'er'mo'si
赫耳朋,he'er'peng
曷斐辣,he'fei'la
曷弗尼,he'fu'ni
和好,he'hao
赫辣克肋,he'la'ke'lei
赫拉颉利图斯,he'la'xie'li'tu'si
曷兰,he'lan
赫蓝,he'lan
曷勒布,he'le'bu
曷勒士,he'le'shi
赫肋弗,he'lei'fu
赫肋兹,he'lei'zi
曷楞,he'leng
曷黎,he'li
赫里,he'li
曷黎人,he'li'ren
曷隆,he'long
赫隆,he'long
赫略多洛,he'lue'duo'luo
曷洛纳因,he'luo'na'yin
河马,he'ma
赫曼,he'man
曷默尔,he'mo'er
荷默尔,he'mo'er
赫摩革乃,he'mo'ge'nai
和平,he'ping
曷撒,he'sa
贺三纳,he'san'na
曷沙雅,he'sha'ya
赫市孟,he'shi'meng
赫市朋,he'shi'peng
核桃,he'tao
赫特,he'te
赫特隆,he'te'long
河西州,he'xi'zhou
赫兹龙,he'zi'long
黑暗,hei'an
黑落德,hei'luo'de
黑落德党,hei'luo'de'dang
黑落狄雅,hei'luo'di'ya
黑落狄雍,hei'luo'di'yong
红海,hong'hai
红玛瑙,hong'ma'nao
红母牛,hong'mu'niu
虹霓,hong'ni
洪水,hong'shui
胡尔,hu'er
胡耳达,hu'er'da
户籍纪,hu'ji'ji
胡科克,hu'ke'ke
户口登记,hu'kou'deng'ji
胡肋,hu'lei
狐狸,hu'li
胡帕,hu'pa
胡瑟,hu'se
胡沙,hu'sha
护守天使,hu'shou'tian'shi
胡荽,hu'sui
糊涂,hu'tu
护慰者,hu'wei'zhe
胡须,hu'xu
胡兹,hu'zi
画眉,hua'mei
淮罗,huai'luo
槐树,huai'shu
患癫痫病者,huan'dian'xian'bing'zhe
宦官,huan'guan
幻身论,huan'shen'lun
蝗虫,huang'chong
黄蜂,huang'feng
黄玛瑙,huang'ma'nao
荒野,huang'ye
黄占鹿,huang'zhan'lu
会幕,hui'mu
会堂,hui'tang
茴香,hui'xiang
混沌,hun'dun
婚姻,hun'yin
火把,huo'ba
货币,huo'bi
活水,huo'shui
火窑,huo'yao
基贝红,ji'bei'hong
基贝通,ji'bei'tong
基贝亚,ji'bei'ya
基德红,ji'de'hong
基督,ji'du
基督的奥体,ji'du'de'ao'ti
基督的恐慌,ji'du'de'kong'huang
基督受举扬,ji'du'shou'ju'yang
基督徒,ji'du'tu
基耳波亚,ji'er'bo'ya
基耳加耳,ji'er'jia'er
基尔加士,ji'er'jia'shi
基红,ji'hong
计划,ji'hua
饥荒,ji'huang
寄居,ji'ju
基勒乃,ji'le'nai
基肋阿得,ji'lei'a'de
基里基雅,ji'li'ji'ya
季黎诺,ji'li'nuo
基罗,ji'luo
鸡鸣,ji'ming
机谋,ji'mou
基乃勒特,ji'nai'le'te
妓女,ji'nv
祭品,ji'pin
基色娄,ji'se'lou
基石,ji'shi
祭祀,ji'si
祭坛,ji'tan
基廷,ji'ting
祭邪神之物,ji'xie'shen'zhi'wu
基雅撒勒,ji'ya'sa'le
加阿耳,jia'a'er
加巴达,jia'ba'da
加俾额尔,jia'bi'e'er
加步耳,jia'bu'er
甲虫状图章,jia'chong'zhuang'tu'zhang
加达辣,jia'da'la
加得,jia'de
加尔默耳,jia'er'mo'er
加耳乃,jia'er'nai
加尔瓦略,jia'er'wa'lue
加非托尔,jia'fei'tuo'er
加革米士,jia'ge'mi'shi
假基督,jia'ji'du
加拉,jia'la
迦拉达,jia'la'da
迦拉达书,jia'la'da'shu
加勒布,jia'le'bu
加肋布,jia'lei'bu
加里肋亚,jia'li'lei'ya
加里肋亚人,jia'li'lei'ya'ren
加黎雅,jia'li'ya
加里雍,jia'li'yong
嫁奁,jia'lian
加林,jia'lin
加玛里耳,jia'ma'li'er
加默里耳,jia'mo'li'er
加纳,jia'na
迦萨,jia'sa
加色丁,jia'se'ding
架上七言,jia'shang'qi'yan
加特,jia'te
加特赫费尔,jia'te'he'fei'er
加特黎孟,jia'te'li'meng
家庭,jia'ting
加音,jia'yin
加约,jia'yue
夹注,jia'zhu
监督,jian'du
荐新祭,jian'xin'ji
拣选,jian'xuan
奸淫,jian'yin
监狱,jian'yu
坚振圣事,jian'zhen'sheng'shi
见证,jian'zheng
讲说寓言者,jiang'shuo'yu'yan'zhe
脚凳,jiao'deng
教会,jiao'hui
脚脚凳,jiao'jiao'deng
校勘,jiao'kan
教理讲授,jiao'li'jiang'shou
酵母,jiao'mu
教派,jiao'pai
教师,jiao'shi
角石,jiao'shi
教训,jiao'xun
教育,jiao'yu
洁德,jie'de
解经的串炼,jie'jing'de'chuan'lian
解决夫妻疑忌法,jie'jue'fu'qi'yi'ji'fa
节期,jie'qi
节制,jie'zhi
金门,jin'men
金牛,jin'niu
禁食斋戒,jin'shi'zhai'jie
金属,jin'shu
金子,jin'zi
