阿爸,a'ba
爱情,ai'qing
哀求他说,ai'qiu'ta'shuo
爱人不可虚假,ai'ren'bu'ke'xu'jia
爱人如己,ai'ren'ru'ji
爱神的,ai'shen'de
哀声达到山间,ai'sheng'da'dao'shan'jian
哀声呼叫但以理,ai'sheng'hu'jiao'dan'yi'li
爱是不嫉妒,ai'shi'bu'ji'du
爱是不自夸,ai'shi'bu'zi'kua
爱是恒久忍耐,ai'shi'heng'jiu'ren'nai
爱是永不止息,ai'shi'yong'bu'zhi'xi
矮树高大,ai'shu'gao'da
爱送礼的,ai'song'li'de
爱索牵引他们,ai'suo'qian'yin'ta'men
爱他,ai'ta
爱他们,ai'ta'men
哀恸,ai'tong
哀恸的人有福了,ai'tong'de'ren'you'fu'le
哀恸有时,ai'tong'you'shi
爱我,ai'wo
爱我的,ai'wo'de
爱我胜过爱,ai'wo'sheng'guo'ai
爱惜生命,ai'xi'sheng'ming
爱惜自己生命的,ai'xi'zi'ji'sheng'ming'de
爱心,ai'xin
爱心相同,ai'xin'xiang'tong
爱心有甚么安慰,ai'xin'you'shen'me'an'wei
爱行欺骗,ai'xing'qi'pian
爱宴乐,ai'yan'le
爱宴乐的,ai'yan'le'de
哀哉,ai'zai
哀哉这日,ai'zai'zhe'ri
爱丈夫,ai'zhang'fu
挨着但的地界,ai'zhe'dan'de'di'jie
挨着殿那边的墙,ai'zhe'dian'na'bian'de'qiang
挨着殿这边的墙,ai'zhe'dian'zhe'bian'de'qiang
挨着流便的地界,ai'zhe'liu'bian'de'di'jie
挨着那分圣供地,ai'zhe'na'fen'sheng'gong'di
挨着他的脚哭,ai'zhe'ta'de'jiao'ku
挨着西缅的地界,ai'zhe'xi'mian'de'di'jie
挨着亚设的地界,ai'zhe'ya'she'de'di'jie
挨着犹大的地界,ai'zhe'you'da'de'di'jie
暗暗的上了高山,an'an'de'shang'le'gao'shan
暗暗而去,an'an'er'qu
按班次供职的,an'ban'ci'gong'zhi'de
按诚实行事,an'cheng'shi'xing'shi
暗吃的饼是好的,an'chi'de'bing'shi'hao'de
按此而行,an'ci'er'xing
安得合式,an'de'he'shi
安得烈,an'de'lie
安定全世界呢,an'ding'quan'shi'jie'ne
安定在大水之上,an'ding'zai'da'shui'zhi'shang
按分量秤给你们,an'fen'liang'cheng'gei'ni'men
按公义判断,an'gong'yi'pan'duan
按公义审判,an'gong'yi'shen'pan
按公正审判万民,an'gong'zheng'shen'pan'wan'min
按行列种小麦,an'hang'lie'zhong'xiao'mai
按家谱,an'jia'pu
按家谱计算,an'jia'pu'ji'suan
安靖不动,an'jing'bu'dong
安静的心为妆饰,an'jing'de'xin'wei'zhuang'shi
按阄得了十座城,an'jiu'de'le'shi'zuo'cheng
按阄分给利未人,an'jiu'fen'gei'li'wei'ren
案卷都展开了,an'juan'dou'zhan'kai'le
案卷展开了,an'juan'zhan'kai'le
暗兰,an'lan
暗兰族,an'lan'zu
暗利,an'li
暗利就作了王,an'li'jiu'zuo'le'wang
安立门扇,an'li'men'shan
按律法而行,an'lv'fa'er'xing
安门,an'men
安门的时候,an'men'de'shi'hou
安门扇,an'men'shan
安门扇和闩锁,an'men'shan'he'shuan'suo
按名你是活的,an'ming'ni'shi'huo'de
按那律法,an'na'lv'fa
暗嫩对他玛说,an'nen'dui'ta'ma'shuo
暗嫩回答说,an'nen'hui'da'shuo
暗嫩极其恨他,an'nen'ji'qi'hen'ta
暗嫩死了以后,an'nen'si'le'yi'hou
暗嫩有一个朋友,an'nen'you'yi'ge'peng'you
暗嫩正躺卧,an'nen'zheng'tang'wo
安然见主,an'ran'jian'zhu
安然居住,an'ran'ju'zhu
安然居住的,an'ran'ju'zhu'de
安然无惧了,an'ran'wu'ju'le
按人名的数目,an'ren'ming'de'shu'mu
按肉体说,an'rou'ti'shuo
安上带卯的座,an'shang'dai'mao'de'zuo
安设燔祭坛,an'she'fan'ji'tan
按圣善的灵说,an'sheng'shan'de'ling'shuo
按圣所的平,an'sheng'suo'de'ping
按时而吃,an'shi'er'chi
按时而喝,an'shi'er'he
按时候结果子,an'shi'hou'jie'guo'zi
按手在他们头上,an'shou'zai'ta'men'tou'shang
按手在他身上,an'shou'zai'ta'shen'shang
按手在他头上,an'shou'zai'ta'tou'shang
按手在我身上,an'shou'zai'wo'shen'shang
按手在羊的头上,an'shou'zai'yang'de'tou'shang
按手之礼,an'shou'zhi'li
按数目领出,an'shu'mu'ling'chu
按数照例,an'shu'zhao'li
按所定的时候,an'suo'ding'de'shi'hou
按所吩咐我的说,an'suo'fen'fu'wo'de'shuo
按他们的军队,an'ta'men'de'jun'dui
按他们的宗族,an'ta'men'de'zong'zu
按他所当知道的,an'ta'suo'dang'zhi'dao'de
安提阿去,an'ti'a'qu
安陀提雅,an'tuo'ti'ya
按王的常规,an'wang'de'chang'gui
按王的平称一称,an'wang'de'ping'cheng'yi'cheng
安慰,an'wei
安慰了我们,an'wei'le'wo'men
安慰你们,an'wei'ni'men
安慰你们的心,an'wei'ni'men'de'xin
安慰你仆人的心,an'wei'ni'pu'ren'de'xin
安慰他,an'wei'ta
安慰我,an'wei'wo
安慰我的百姓,an'wei'wo'de'bai'xing
安慰我的却无人,an'wei'wo'de'que'wu'ren
安稳的住处,an'wen'de'zhu'chu
按我所吩咐的说,an'wo'suo'fen'fu'de'shuo
按我所见,an'wo'suo'jian
安息了,an'xi'le
安息日,an'xi'ri
安息日的诗歌,an'xi'ri'de'shi'ge
安息日几时过去,an'xi'ri'ji'shi'guo'qu
安息日将尽,an'xi'ri'jiang'jin
安息日也快到了,an'xi'ri'ye'kuai'dao'le
安息日治病,an'xi'ri'zhi'bing
安歇,an'xie
安逸的妇女啊,an'yi'de'fu'nv'a
按以色列的常例,an'yi'se'lie'de'chang'li
安营攻击,an'ying'gong'ji
安营起行,an'ying'qi'xing
安营围攻这城,an'ying'wei'gong'zhe'cheng
安营在阿伯,an'ying'zai'a'bo
安营在阿博拿,an'ying'zai'a'bo'na
安营在比尼亚干,an'ying'zai'bi'ni'ya'gan
安营在底本迦得,an'ying'zai'di'ben'jia'de
安营在哈拉大,an'ying'zai'ha'la'da
安营在哈摩拿,an'ying'zai'ha'mo'na
安营在哈洗录,an'ying'zai'ha'xi'lu
安营在何珥山,an'ying'zai'he'er'shan
安营在曷哈及甲,an'ying'zai'he'ha'ji'jia
安营在红海边,an'ying'zai'hong'hai'bian
安营在基列,an'ying'zai'ji'lie
安营在基希拉他,an'ying'zai'ji'xi'la'ta
安营在勒撒,an'ying'zai'le'sa
安营在利非订,an'ying'zai'li'fei'ding
安营在立拿,an'ying'zai'li'na
安营在利提玛,an'ying'zai'li'ti'ma
安营在临门帕烈,an'ying'zai'lin'men'pa'lie
安营在玛吉希录,an'ying'zai'ma'ji'xi'lu
安营在密加,an'ying'zai'mi'jia
安营在米斯巴,an'ying'zai'mi'si'ba
安营在摩西录,an'ying'zai'mo'xi'lu
安营在普嫩,an'ying'zai'pu'nen
安营在撒烈谷,an'ying'zai'sa'lie'gu
安营在撒摩拿,an'ying'zai'sa'mo'na
安营在沙斐山,an'ying'zai'sha'fei'shan
安营在疏割,an'ying'zai'shu'ge
安营在他哈,an'ying'zai'ta'ha
安营在他拉,an'ying'zai'ta'la
安营在脱加,an'ying'zai'tuo'jia
安营在寻的旷野,an'ying'zai'xun'de'kuang'ye
安营在汛的旷野,an'ying'zai'xun'de'kuang'ye
安营在亚录,an'ying'zai'ya'lu
安营在以便以谢,an'ying'zai'yi'bian'yi'xie
安营在以旬迦别,an'ying'zai'yi'xun'jia'bie
安营在约巴他,an'ying'zai'yue'ba'ta
按油的罢特,an'you'de'ba'te
安在殿顶上,an'zai'dian'ding'shang
安在柜的四脚上,an'zai'gui'de'si'jiao'shang
安在精金座上,an'zai'jing'jin'zuo'shang
安在链子上,an'zai'lian'zi'shang
安在两个网子上,an'zai'liang'ge'wang'zi'shang
安在内殿,an'zai'nei'dian
安在十字架上,an'zai'shi'zi'jia'shang
安在胸牌的两头,an'zai'xiong'pai'de'liang'tou
安在牙子边以下,an'zai'ya'zi'bian'yi'xia
安在柱顶上,an'zai'zhu'ding'shang
安葬之后,an'zang'zhi'hou
按着定命,an'zhe'ding'ming
按着家谱计算,an'zhe'jia'pu'ji'suan
按着家室,an'zhe'jia'shi
按着家室人丁,an'zhe'jia'shi'ren'ding
按着家族,an'zhe'jia'zu
按着军队被数的,an'zhe'jun'dui'bei'shu'de
按着军队往前行,an'zhe'jun'dui'wang'qian'xing
按着灵性说,an'zhe'ling'xing'shuo
按着律法,an'zhe'lv'fa
按着人的尺寸,an'zhe'ren'de'chi'cun
按着人丁,an'zhe'ren'ding
按着人数收起来,an'zhe'ren'shu'shou'qi'lai
按着肉体说,an'zhe'rou'ti'shuo
按着他们的规矩,an'zhe'ta'men'de'gui'ju
按着他们的住处,an'zhe'ta'men'de'zhu'chu
按着他们的宗族,an'zhe'ta'men'de'zong'zu
按着希伯来话,an'zhe'xi'bo'lai'hua
按着支派,an'zhe'zhi'pai
按着宗族,an'zhe'zong'zu
按着宗族所得的,an'zhe'zong'zu'suo'de'de
按着宗族作族长,an'zhe'zong'zu'zuo'zu'zhang
按正直判断万民,an'zheng'zhi'pan'duan'wan'min
按至理判断,an'zhi'li'pan'duan
按支派,an'zhi'pai
安置他们的财物,an'zhi'ta'men'de'cai'wu
安置在城外,an'zhi'zai'cheng'wai
安置在定处,an'zhi'zai'ding'chu
安置在世人心里,an'zhi'zai'shi'ren'xin'li
安置在一处,an'zhi'zai'yi'chu
暗中杀人的,an'zhong'sha'ren'de
熬炼他们,ao'lian'ta'men
熬炼我们,ao'lian'wo'men
奥秘哉,ao'mi'zai
巴比伦被攻取,ba'bi'lun'bei'gong'qu
巴比伦城,ba'bi'lun'cheng
巴比伦大城,ba'bi'lun'da'cheng
巴比伦的处女啊,ba'bi'lun'de'chu'nv'a
巴比伦哪,ba'bi'lun'na
巴比伦倾倒了,ba'bi'lun'qing'dao'le
巴比伦人,ba'bi'lun'ren
巴比伦王的臣仆,ba'bi'lun'wang'de'chen'pu
巴比伦王的京都,ba'bi'lun'wang'de'jing'du
巴卜的子孙,ba'bu'de'zi'sun
八布迦,ba'bu'jia
把柴摆好,ba'chai'bai'hao
把柴摆在火上,ba'chai'bai'zai'huo'shang
把产业分给各人,ba'chan'ye'fen'gei'ge'ren
把产业分给他们,ba'chan'ye'fen'gei'ta'men
把尘土撒在头上,ba'chen'tu'sa'zai'tou'shang
把城里所有的,ba'cheng'li'suo'you'de
把城绕了一次,ba'cheng'rao'le'yi'ci
拔出而且毁灭,ba'chu'er'qie'hui'mie
拔出你的刀来,ba'chu'ni'de'dao'lai
把床榻漂起,ba'chuang'ta'piao'qi
把道挤住了,ba'dao'ji'zhu'le
把道路修直了,ba'dao'lu'xiu'zhi'le
把灯台搬进去,ba'deng'tai'ban'jin'qu
把地赐给我们,ba'di'ci'gei'wo'men
把地分了,ba'di'fen'le
把殿宇指给他看,ba'dian'yu'zhi'gei'ta'kan
巴顿的子孙,ba'dun'de'zi'sun
巴多罗买,ba'duo'luo'mai
把法柜遮掩了,ba'fa'gui'zhe'yan'le
把饭摆在他面前,ba'fan'bai'zai'ta'mian'qian
把房子封锁七天,ba'fang'zi'feng'suo'qi'tian
把肥牛犊宰了,ba'fei'niu'du'zai'le
把福音托付我们,ba'fu'yin'tuo'fu'wo'men
把杠穿上,ba'gang'chuan'shang
把缸倒满了水,ba'gang'dao'man'le'shui
八个首领攻击他,ba'ge'shou'ling'gong'ji'ta
把供物,ba'gong'wu
把鬼赶出去,ba'gui'gan'chu'qu
把柜抬进帐幕,ba'gui'tai'jin'zhang'mu
把哈曼挂在其上,ba'ha'man'gua'zai'qi'shang
巴哈摩押,ba'ha'mo'ya
巴哈摩押的后裔,ba'ha'mo'ya'de'hou'yi
把海绒蘸满了醋,ba'hai'rong'zhan'man'le'cu
把孩子治好了,ba'hai'zi'zhi'hao'le
把蝗虫刮起,ba'huang'chong'gua'qi
把火盛在炉中,ba'huo'cheng'zai'lu'zhong
把火撒在别处,ba'huo'sa'zai'bie'chu
把蒺藜践踏了,ba'ji'li'jian'ta'le
把价银拿来,ba'jia'yin'na'lai
把箭搭在弦上,ba'jian'da'zai'xian'shang
把箭拿来,ba'jian'na'lai
把讲解告诉王,ba'jiang'jie'gao'su'wang
把讲解告诉我,ba'jiang'jie'gao'su'wo
把脚砸碎,ba'jiao'za'sui
八节同,ba'jie'tong
把金子锤成薄片,ba'jin'zi'chui'cheng'bao'pian
把居民掳到吉珥,ba'ju'min'lu'dao'ji'er
巴柯的子孙,ba'ke'de'zi'sun
巴拉,ba'la
巴拉巴,ba'la'ba
巴拉说,ba'la'shuo
巴拉也怎样,ba'la'ye'zen'yang
巴拉追赶车辆,ba'la'zhui'gan'che'liang
巴兰便打驴,ba'lan'bian'da'lv
巴兰对巴勒说,ba'lan'dui'ba'le'shuo
巴兰对驴说,ba'lan'dui'lv'shuo
巴兰发怒,ba'lan'fa'nu
巴兰观看基尼人,ba'lan'guan'kan'ji'ni'ren
巴兰观看亚玛力,ba'lan'guan'kan'ya'ma'li
巴兰和巴勒同行,ba'lan'he'ba'le'tong'hang
巴兰回答巴勒说,ba'lan'hui'da'ba'le'shuo
巴兰回答说,ba'lan'hui'da'shuo
巴兰就题诗歌说,ba'lan'jiu'ti'shi'ge'shuo
巴兰举目,ba'lan'ju'mu
巴兰说,ba'lan'shuo
巴兰又打驴,ba'lan'you'da'lv
巴兰早晨起来,ba'lan'zao'chen'qi'lai
巴勒,ba'le
罢了,ba'le
巴勒对巴兰说,ba'le'dui'ba'lan'shuo
巴勒哈南死了,ba'le'ha'nan'si'le
巴勒说,ba'le'shuo
拔了头发和胡须,ba'le'tou'fa'he'hu'xu
巴勒问他说,ba'le'wen'ta'shuo
巴勒向巴兰生气,ba'le'xiang'ba'lan'sheng'qi
巴勒也回去了,ba'le'ye'hui'qu'le
巴勒引我出亚兰,ba'le'yin'wo'chu'ya'lan
巴勒又差遣使臣,ba'le'you'chai'qian'shi'chen
巴勒宰了,ba'le'zai'le
巴力,ba'li
巴力啊,ba'li'a
巴力免,ba'li'mian
巴力若果是,ba'li'ruo'guo'shi
巴利亚,ba'li'ya
把两辆车,ba'liang'liang'che
把粮食,ba'liang'shi
巴录,ba'lu
巴录啊,ba'lu'a
巴录回答说,ba'lu'hui'da'shuo
八罗巴,ba'luo'ba
把骆驼掳去,ba'luo'tuo'lu'qu
把吗哪收起来,ba'ma'na'shou'qi'lai
把麦子收在仓里,ba'mai'zi'shou'zai'cang'li
把门关上,ba'men'guan'shang
巴米拿,ba'mi'na
巴末巴力,ba'mo'ba'li
巴拿,ba'na
巴拿巴,ba'na'ba
巴拿巴带着马可,ba'na'ba'dai'zhe'ma'ke
巴拿巴的,ba'na'ba'de
巴拿回来的,ba'na'hui'lai'de
把那些犯罪,ba'na'xie'fan'zui
巴尼,ba'ni
巴尼的儿子乌西,ba'ni'de'er'zi'wu'xi
把你的货物,ba'ni'de'huo'wu
把你的杖伸在江,ba'ni'de'zhang'shen'zai'jiang
巴尼的子孙中,ba'ni'de'zi'sun'zhong
把你儿子交给我,ba'ni'er'zi'jiao'gei'wo
把你挂在木头上,ba'ni'gua'zai'mu'tou'shang
把你拉上来,ba'ni'la'shang'lai
把你们交给会堂,ba'ni'men'jiao'gei'hui'tang
把你们灭绝,ba'ni'men'mie'jue
把你杀了,ba'ni'sha'le
把鸟交给祭司,ba'niao'jiao'gei'ji'si
把鸟烧在坛上,ba'niao'shao'zai'tan'shang
把鸟撕开,ba'niao'si'kai
把枪打成镰刀,ba'qiang'da'cheng'lian'dao
把权柄交给仆人,ba'quan'bing'jiao'gei'pu'ren
把人吞灭,ba'ren'tun'mie
把荣冕交给你,ba'rong'mian'jiao'gei'ni
把褥子湿透,ba'ru'zi'shi'tou
巴沙其余的事,ba'sha'qi'yu'de'shi
巴沙听见,ba'sha'ting'jian
巴沙听见就停工,ba'sha'ting'jian'jiu'ting'gong
巴珊的橡树啊,ba'shan'de'xiang'shu'a
把山翻倒挪移,ba'shan'fan'dao'nuo'yi
巴珊全地,ba'shan'quan'di
巴珊山是,ba'shan'shan'shi
把甚么给我呢,ba'shen'me'gei'wo'ne
把牲畜掳去,ba'sheng'chu'lu'qu
拔示巴就进来,ba'shi'ba'jiu'jin'lai
拔示巴脸伏于地,ba'shi'ba'lian'fu'yu'di
拔示巴说,ba'shi'ba'shuo
拔示巴问他说,ba'shi'ba'wen'ta'shuo
巴施户珥,ba'shi'hu'er
巴施户珥的孙子,ba'shi'hu'er'de'sun'zi
巴实抹生了流珥,ba'shi'mo'sheng'le'liu'er
把石头,ba'shi'tou
把石头滚开,ba'shi'tou'gun'kai
把手放轻些,ba'shou'fang'qing'xie
把手放在怀里,ba'shou'fang'zai'huai'li
把守基列的拉末,ba'shou'ji'lie'de'la'mo
把守我的嘴,ba'shou'wo'de'zui
把水分开,ba'shui'fen'kai
把水洒在帐棚上,ba'shui'sa'zai'zhang'peng'shang
把思念的素祭,ba'si'nian'de'su'ji
把撕碎的,ba'si'sui'de
把所纺的蓝色,ba'suo'fang'de'lan'se
把所听见,ba'suo'ting'jian
把他搬到迦南地,ba'ta'ban'dao'jia'nan'di
把他包裹,ba'ta'bao'guo
把他藏了叁个月,ba'ta'cang'le'san'ge'yue
把他撤去,ba'ta'che'qu
把他从民中剪除,ba'ta'cong'min'zhong'jian'chu
把他打个半死,ba'ta'da'ge'ban'si
把他带到公会去,ba'ta'dai'dao'gong'hui'qu
把他的选民,ba'ta'de'xuan'min
把它的脂油焚烧,ba'ta'de'zhi'you'fen'shao
把他钉十字架,ba'ta'ding'shi'zi'jia
把他丢在坑里,ba'ta'diu'zai'keng'li
把他丢在园外,ba'ta'diu'zai'yuan'wai
把他毁坏,ba'ta'hui'huai
把他挤住了,ba'ta'ji'zhu'le
把他交给掌刑的,ba'ta'jiao'gei'zhang'xing'de
把他举起,ba'ta'ju'qi
把他砍了罢,ba'ta'kan'le'ba
把他捆绑了,ba'ta'kun'bang'le
把他捆绑一千年,ba'ta'kun'bang'yi'qian'nian
把他卖到埃及去,ba'ta'mai'dao'ai'ji'qu
把他们抱在怀里,ba'ta'men'bao'zai'huai'li
把他们打了,ba'ta'men'da'le
把他们带出来,ba'ta'men'dai'chu'lai
把他们赶出去,ba'ta'men'gan'chu'qu
把他们赶走了,ba'ta'men'gan'zou'le
把他们活活吞下,ba'ta'men'huo'huo'tun'xia
把他们救出来,ba'ta'men'jiu'chu'lai
把他们拉来,ba'ta'men'la'lai
把他们领出来,ba'ta'men'ling'chu'lai
把他们拿去,ba'ta'men'na'qu
把他们全都冲去,ba'ta'men'quan'dou'chong'qu
把他们全都灭了,ba'ta'men'quan'dou'mie'le
把他们杀了,ba'ta'men'sha'le
把他们杀退了,ba'ta'men'sha'tui'le
把他们杀在山中,ba'ta'men'sha'zai'shan'zhong
把他们烧灭,ba'ta'men'shao'mie
把他们释放了,ba'ta'men'shi'fang'le
把他们再带回来,ba'ta'men'zai'dai'hui'lai
把他们治服,ba'ta'men'zhi'fu
把他抛在这田间,ba'ta'pao'zai'zhe'tian'jian
把他劈了罢,ba'ta'pi'le'ba
把他扔下来,ba'ta'reng'xia'lai
把他杀害,ba'ta'sha'hai
把他杀了,ba'ta'sha'le
把他烧了,ba'ta'shao'le
把他释放,ba'ta'shi'fang
把他释放了,ba'ta'shi'fang'le
把他摔倒,ba'ta'shuai'dao
把他偷了去,ba'ta'tou'le'qu
把他偷去了,ba'ta'tou'qu'le
把他头上的冠冕,ba'ta'tou'shang'de'guan'mian
把他推出去了,ba'ta'tui'chu'qu'le
把他推到城外,ba'ta'tui'dao'cheng'wai
把他献为燔祭,ba'ta'xian'wei'fan'ji
把他咬死了,ba'ta'yao'si'le
把他腰轧了,ba'ta'yao'ya'le
把他腰斩了,ba'ta'yao'zhan'le
把他一同焚烧,ba'ta'yi'tong'fen'shao
把他治好了,ba'ta'zhi'hao'le
把汤熬浓,ba'tang'ao'nong
把汤盛在壶中,ba'tang'cheng'zai'hu'zhong
把汤倒出来,ba'tang'dao'chu'lai
巴忒罗,ba'tei'luo
把天国的门关了,ba'tian'guo'de'men'guan'le
把头放在盘子里,ba'tou'fang'zai'pan'zi'li
把头一个人的腿,ba'tou'yi'ge'ren'de'tui
把碗倒在地上,ba'wan'dao'zai'di'shang
把网拉到岸上,ba'wang'la'dao'an'shang
把文书呈给巡抚,ba'wen'shu'cheng'gei'xun'fu
把我安置在高处,ba'wo'an'zhi'zai'gao'chu
把我拉上来,ba'wo'la'shang'lai
把我掳去,ba'wo'lu'qu
把我们藏起来,ba'wo'men'cang'qi'lai
把我们陷在罪里,ba'wo'men'xian'zai'zui'li
把我摔碎,ba'wo'shuai'sui
把我提在风中,ba'wo'ti'zai'feng'zhong
巴西莱的子孙,ba'xi'lai'de'zi'sun
巴西莱对王说,ba'xi'lai'dui'wang'shuo
巴西莱年纪老迈,ba'xi'lai'nian'ji'lao'mai
巴洗律的子孙,ba'xi'lv'de'zi'sun
把希未人,ba'xi'wei'ren
巴西亚,ba'xi'ya
巴西亚的子孙,ba'xi'ya'di'zi'sun
拔下他们的头发,ba'xia'ta'men'de'tou'fa
把香柏木,ba'xiang'bai'mu
把香放在火上,ba'xiang'fang'zai'huo'shang
把香放在其上,ba'xiang'fang'zai'qi'shang
把香放在上面,ba'xiang'fang'zai'shang'mian
把香膏抹上,ba'xiang'gao'mo'shang
把小船放在海里,ba'xiao'chuan'fang'zai'hai'li
把鞋穿在他脚上,ba'xie'chuan'zai'ta'jiao'shang
把血洒在坛上,ba'xue'sa'zai'tan'shang
把羊领出来,ba'yang'ling'chu'lai
把羊切成块子,ba'yang'qie'cheng'kuai'zi
把耶稣鞭打了,ba'ye'su'bian'da'le
把耶稣交给他们,ba'ye'su'jiao'gei'ta'men
把耶稣取下来,ba'ye'su'qu'xia'lai
把一分烤肉吃饱,ba'yi'fen'kao'rou'chi'bao
把一切所夺的,ba'yi'qie'suo'duo'de
把以撒赐给他,ba'yi'sa'ci'gei'ta
把一只没有残疾,ba'yi'zhi'mei'you'can'ji
把银块踹在脚下,ba'yin'kuai'chuai'zai'jiao'xia
把永生神离弃了,ba'yong'sheng'shen'li'qi'le
把有人烟的各城,ba'you'ren'yan'de'ge'cheng
把油送到埃及,ba'you'song'dao'ai'ji
把约翰拿住,ba'yue'han'na'zhu
把约瑟下在监里,ba'yue'se'xia'zai'jian'li
把贼打了,ba'zei'da'le
把杖举起,ba'zhang'ju'qi
把这地赐给你,ba'zhe'di'ci'gei'ni
把这地赐给我们,ba'zhe'di'ci'gei'wo'men
把这话写给你们,ba'zhe'hua'xie'gei'ni'men
把这权柄也给我,ba'zhe'quan'bing'ye'gei'wo
把这树栽上,ba'zhe'shu'zai'shang
把这些东西拿去,ba'zhe'xie'dong'xi'na'qu
把这些给众人吃,ba'zhe'xie'gei'zhong'ren'chi
八只牛,ba'zhi'niu
把指头蘸于血中,ba'zhi'tou'zhan'yu'xue'zhong
把脂油放在胸上,ba'zhi'you'fang'zai'xiong'shang
把脂油焚烧,ba'zhi'you'fen'shao
把诸王革去,ba'zhu'wang'ge'qu
把砖烧透了,ba'zhuan'shao'tou'le
把桌子搬进去,ba'zhuo'zi'ban'jin'qu
把自己献为祭,ba'zi'ji'xian'wei'ji
八子是毘乌利太,ba'zi'shi'pi'wu'li'tai
把嘴一擦就说,ba'zui'yi'ca'jiu'shuo
把左手里的油,ba'zuo'shou'li'de'you
白白的出去,bai'bai'de'chu'qu
白白地交给仇敌,bai'bai'de'jiao'gei'chou'di
摆队罢,bai'dui'ba
白发的,bai'fa'de
百夫长,bai'fu'zhang
百夫长的金子,bai'fu'zhang'de'jin'zi
百夫长回答说,bai'fu'zhang'hui'da'shuo
百夫长率领他们,bai'fu'zhang'shuai'ling'ta'men
百夫长听见这话,bai'fu'zhang'ting'jian'zhe'hua
败坏的儿女,bai'huai'de'er'nv
败坏人的全家,bai'huai'ren'de'quan'jia
败坏他的肉体,bai'huai'ta'de'rou'ti
败坏他们,bai'huai'ta'men
败坏之先,bai'huai'zhi'xian
败坏自己,bai'huai'zi'ji
百基拉,bai'ji'la
百节各按各职,bai'jie'ge'an'ge'zhi
拜了叁拜,bai'le'san'bai
摆列大军,bai'lie'da'jun
摆列队伍,bai'lie'dui'wu
白马跟随在后,bai'ma'gen'sui'zai'hou
白玛瑙,bai'ma'nao
百鸟鸣叫的时候,bai'niao'ming'jiao'de'shi'hou
拜偶象,bai'ou'xiang
拜偶象的,bai'ou'xiang'de
白日,bai'ri
白日躲藏,bai'ri'duo'cang
白日起来,bai'ri'qi'lai
白日受炎热,bai'ri'shou'yan're
摆设上面的物,bai'she'shang'mian'de'wu
摆手不受贿赂,bai'shou'bu'shou'hui'lu
百兽进入穴中,bai'shou'jin'ru'xue'zhong
拜兽象的人身上,bai'shou'xiang'de'ren'shen'shang
白水喝,bai'shui'he
百物都必生活,bai'wu'dou'bi'sheng'huo
百姓必在锡安,bai'xing'bi'zai'xi'an
百姓便上去进城,bai'xing'bian'shang'qu'jin'cheng
