阿炳,a'bing
莽筒,mang'tong
毛净,mao'jing
茅沅,mao'yuan
梅巴,mei'ba
媒旦,mei'dan
梅花大鼓,mei'hua'da'gu
梅花调,mei'hua'tiao
梅兰田,mei'lan'tian
梅劳格,mei'lao'ge
美声唱法,mei'sheng'chang'fa
门巴戏,men'ba'xi
孟古古善,meng'gu'gu'shan
蒙古族古代音乐舞蹈初探,meng'gu'zu'gu'dai'yin'yue'wu'dao'chu'tan
蒙自花灯,meng'zi'hua'deng
弥渡花灯,mi'du'hua'deng
迷魂调,mi'hun'tiao
米约,mi'yue
苗族民歌,miao'zu'min'ge
篾片,mie'pian
篾琴,mie'qin
民歌歌舞及其他乐人,min'ge'ge'wu'ji'qi'ta'le'ren
闽剧,min'ju
民族调式,min'zu'diao'shi
明乐八调研究,ming'le'ba'tiao'yan'jiu
明玛坚赞,ming'ma'jian'zan
明清曲谈,ming'qing'qu'tan
莫定成,mo'ding'cheng
磨豆腐调,mo'dou'fu'tiao
模进,mo'jin
模进动机,mo'jin'dong'ji
模进音组,mo'jin'yin'zu
莫林胡尔,mo'lin'hu'er
末伦,mo'lun
摸鱼,mo'yu
木板大鼓,mu'ban'da'gu
木鼓,mu'gu
母鼓,mu'gu
木琴,mu'qin
木叶,mu'ye
木鱼,mu'yu
木鱼歌,mu'yu'ge
沐浴歌,mu'yu'ge
那额,na'e
那噶喇,na'ga'la
纳格曼达卜,na'ge'man'da'bo
娜士林,na'shi'lin
纳书楹曲谱,na'shu'ying'qu'pu
那艺,na'yi
南梆子,nan'bang'zi
南北杂,nan'bei'za
南词叙录,nan'ci'xu'lu
男低音,nan'di'yin
男高音,nan'gao'yin
南管,nan'guan
南胡,nan'hu
南九宫十三调曲谱,nan'jiu'gong'shi'san'tiao'qu'pu
南剧,nan'ju
南路声腔,nan'lu'sheng'qiang
南吕,nan'lv
南曲,nan'qu
南戏,nan'xi
南音,nan'yin
南乐,nan'yue
南允,nan'yun
男中音,nan'zhong'yin
闹元宵,nao'yuan'xiao
内锣,nei'luo
逆回音,ni'hui'yin
逆行,ni'xing
妞巴,niu'ba
牛巴腿,niu'ba'tui
牛角琴,niu'jiao'qin
牛腿琴,niu'tui'qin
努给勒,nu'gei'le
奴古拉,nu'gu'la
怒族琵琶,nu'zu'pi'pa
诺诺,nuo'nuo
傩愿戏,nuo'yuan'xi
女低音,nv'di'yin
女高音,nv'gao'yin
女娃担水,nv'wa'dan'shui
女中音,nv'zhong'yin
偶然音乐,ou'ran'yin'yue
欧阳予倩,ou'yang'yu'qian
帕格尼尼主题狂想曲,pa'ge'ni'ni'zhu'ti'kuang'xiang'qu
爬山调,pa'shan'tiao
帕夏依霞,pa'xia'yi'xia
琶音记号,pa'yin'ji'hao
拍板,pai'ban
拍鼓,pai'gu
拍号,pai'hao
拍勒翁,pai'le'weng
排箫,pai'xiao
排钟,pai'zhong
拍子,pai'zi
牌子曲,pai'zi'qu
盘日新,pan'ri'xin
跑旱船,pao'han'chuan
配器分析,pei'qi'fen'xi
碰铃,peng'ling
碰钟,peng'zhong
皮黄腔,pi'huang'qiang
琵琶,pi'pa
琵琶板,pi'pa'ban
琵琶谱,pi'pa'pu
偏音,pian'yin
频率,pin'lv
拼贴音乐,pin'tie'yin'yue
平高,ping'gao
平鼓,ping'gu
平架弹唱,ping'jia'tan'chang
评剧,ping'ju
平剧,ping'ju
平戏,ping'xi
平行八度,ping'xing'ba'du
平行调,ping'xing'tiao
平行五度,ping'xing'wu'du
谱表,pu'biao
谱号,pu'hao
蒲剧,pu'ju
蒲州梆子,pu'zhou'bang'zi
漆筚篥,qi'bi'li
七挂一,qi'gua'yi
七和弦,qi'he'xian
七连音,qi'lian'yin
七声调式,qi'sheng'diao'shi
其他汉族歌舞,qi'ta'han'zu'ge'wu
祁太秧歌,qi'tai'yang'ge
七弦,qi'xian
七弦琴,qi'xian'qin
祁阳高腔,qi'yang'gao'qiang
器乐乐人,qi'yue'le'ren
七字句,qi'zi'ju
千斤,qian'jin
黔剧,qian'ju
黔书,qian'shu
牵尾,qian'wei
遣兴曲,qian'xing'qu
前奏曲,qian'zou'qu
强拍,qiang'pai
强音记号,qiang'yin'ji'hao
强音踏板,qiang'yin'ta'ban
怯大鼓,qie'da'gu
琴杆,qin'gan
琴歌,qin'ge
秦汉音乐史料,qin'han'yin'yue'shi'liao
秦腔,qin'qiang
秦腔唱腔,qin'qiang'chang'qiang
秦腔行当,qin'qiang'hang'dang
秦琴,qin'qin
琴曲集成,qin'qu'ji'cheng
琴史,qin'shi
琴师,qin'shi
琴史补,qin'shi'bu
琴史初编,qin'shi'chu'bian
琴史续,qin'shi'xu
琴书,qin'shu
琴书大全,qin'shu'da'quan
琴筒,qin'tong
琴弦,qin'xian
沁源花鼓,qin'yuan'hua'gu
秦筝,qin'zheng
琴旨,qin'zhi
清唱剧,qing'chang'ju
清官头,qing'guan'tou
青海平弦,qing'hai'ping'xian
青海贤孝,qing'hai'xian'xiao
清江引,qing'jiang'yin
清角,qing'jiao
清角为宫,qing'jiao'wei'gong
清口大鼓,qing'kou'da'gu
青山琴谱,qing'shan'qin'pu
清商音阶,qing'shang'yin'jie
清水板,qing'shui'ban
清水令,qing'shui'ling
清乐音阶,qing'yue'yin'jie
青知布,qing'zhi'bu
邱北花灯,qiu'bei'hua'deng
曲笛,qu'di
曲靖花灯,qu'jing'hua'deng
曲论初探,qu'lun'chu'tan
曲律,qu'lv
曲牌,qu'pai
曲艺丛谈,qu'yi'cong'tan
曲艺乐人,qu'yi'le'ren
曲艺论丛,qu'yi'lun'cong
曲艺论集,qu'yi'lun'ji
泉南指谱重编,quan'nan'zhi'pu'chong'bian
全音阶,quan'yin'jie
却奥尔,que'ao'er
群英会,qun'ying'hui
冉列,ran'lie
热布卜,re'bu'bo
热瓦普,re'wa'pu
人声演唱,ren'sheng'yan'chang
溶江弹唱,rong'jiang'tan'chang
柔板,rou'ban
柔情地,rou'qing'di
乳锣,ru'luo
阮成珍,ruan'cheng'zhen
阮咸琵琶,ruan'xian'pi'pa
蕤宾,rui'bin
弱拍,ruo'pai
弱起,ruo'qi
弱起小节,ruo'qi'xiao'jie
弱起小结,ruo'qi'xiao'jie
若斯坎,ruo'si'kan
萨蒂,sa'di
萨拉邦德舞曲,sa'la'bang'de'wu'qu
撒拉口弦,sa'la'kou'xian
萨满舞,sa'man'wu
赛克,sai'ke
散板,san'ban
三棒鼓,san'bang'gu
三宝,san'bao
三才板,san'cai'ban
三重奏鸣曲,san'chong'zou'ming'qu
三次分拍,san'ci'fen'pai
三度音,san'du'yin
三分损一,san'fen'sun'yi
三分益一,san'fen'yi'yi
三更天,san'geng'tian
三和弦,san'he'xian
三胡,san'hu
三击掌,san'ji'zhang
三角管,san'jiao'guan
三角铁,san'jiao'tie
三孔笳,san'kong'jia
三连音,san'lian'yin
三拍子,san'pai'zi
三庆班,san'qing'ban
三全音,san'quan'yin
三四和弦,san'si'he'xian
三弦,san'xian
三弦胡琴,san'xian'hu'qin
三眼板,san'yan'ban
三音孔埙,san'yin'kong'xun
三音位置,san'yin'wei'zhi
桑高,sang'gao
瑟谱,se'pu
沙车,sha'che
莎都,sha'dou
沙锣,sha'luo
沙争,sha'zheng
陕北秧歌,shan'bei'yang'ge
山东梆子,shan'dong'bang'zi
山东琴书,shan'dong'qin'shu
扇面琴,shan'mian'qin
山坡羊,shan'po'yang
陕西出土音乐文物,shan'xi'chu'tu'yin'yue'wen'wu
上波音,shang'bo'yin
上党梆子,shang'dang'bang'zi
商调式,shang'diao'shi
上海音乐学院,shang'hai'yin'yue'xue'yuan
上滑音,shang'hua'yin
上加线,shang'jia'xian
上静下动,shang'jing'xia'dong
上五音,shang'wu'yin
上行,shang'xing
上行音阶,shang'xing'yin'jie
上行音列,shang'xing'yin'lie
上主音,shang'zhu'yin
绍剧,shao'ju
少数民族歌舞,shao'shu'min'zu'ge'wu
少数民族说唱,shao'shu'min'zu'shuo'chang
少数民族戏曲剧种,shao'shu'min'zu'xi'qu'ju'zhong
绍兴大班,shao'xing'da'ban
绍兴乱弹,shao'xing'luan'tan
神鼓,shen'gu
神剧,shen'ju
沈阳音乐学院,shen'yang'yin'yue'xue'yuan
升半音,sheng'ban'yin
生旦净丑,sheng'dan'jing'chou
笙斗,sheng'dou
笙箍,sheng'gu
升号,sheng'hao
升记号,sheng'ji'hao
笙脚,sheng'jiao
生茂,sheng'mao
笙苗,sheng'miao
笙似肉,sheng'si'rou
视唱,shi'chang
使春牛,shi'chun'niu
十二分拍,shi'er'fen'pai
十二木卡姆,shi'er'mu'ka'mu
十二拍子,shi'er'pai'zi
十二平均律,shi'er'ping'jun'lv
石夫,shi'fu
师公舞,shi'gong'wu
世界音乐,shi'jie'yin'yue
时乐濛,shi'le'meng
十连音,shi'lian'yin
施南调,shi'nan'tiao
室内乐,shi'nei'yue
十三板,shi'san'ban
十三度音,shi'san'du'yin
十三和弦,shi'san'he'xian
十一度音,shi'yi'du'yin
十一和弦,shi'yi'he'xian
十一连音,shi'yi'lian'yin
施银花,shi'yin'hua
实用音乐,shi'yong'yin'yue
拾玉镯,shi'yu'zhuo
时值,shi'zhi
十字句,shi'zi'ju
首次分拍,shou'ci'fen'pai
手风琴,shou'feng'qin
寿江南,shou'jiang'nan
手铃,shou'ling
手锣,shou'luo
首调唱名法,shou'tiao'chang'ming'fa
竖吹,shu'chui
书鼓,shu'gu
属和弦,shu'he'xian
竖箜篌,shu'kong'hou
舒曼,shu'man
属七和弦,shu'qi'he'xian
竖琴,shu'qin
属调,shu'tiao
竖头箜篌,shu'tou'kong'hou
竖小筚篥桃皮筚篥,shu'xiao'bi'li'tao'pi'bi'li
属音,shu'yin
梳妆台,shu'zhuang'tai
数字低音,shu'zi'di'yin
双符干,shuang'fu'gan
双蝴蝶,shuang'hu'die
双簧管,shuang'huang'guan
双簧气鸣乐器,shuang'huang'qi'ming'yue'qi
双排管加键哨式排箫,shuang'pai'guan'jia'jian'shao'shi'pai'xiao
双磬,shuang'qing
双条锣,shuang'tiao'luo
双头鸟,shuang'tou'niao
双音琴竹,shuang'yin'qin'zhu
水斗,shui'dou
说唱艺术简史,shuo'chang'yi'shu'jian'shi
说书史话,shuo'shu'shi'hua
斯巴,si'ba
斯布斯额,si'bu'si'e
四川清音,si'chuan'qing'yin
四川扬琴,si'chuan'yang'qin
四川音乐学院,si'chuan'yin'yue'xue'yuan
四川竹琴,si'chuan'zhu'qin
四次分拍,si'ci'fen'pai
四大徽班,si'da'hui'ban
斯尔得马克,si'er'de'ma'ke
四二拍,si'er'pai
四分拍,si'fen'pai
四股弦,si'gu'xian
四股子,si'gu'zi
四胡,si'hu
四进士,si'jin'shi
四连音,si'lian'yin
四六和弦,si'liu'he'xian
四明南词,si'ming'nan'ci
四平调,si'ping'diao
四平腔,si'ping'qiang
四生,si'sheng
四十八寨弹唱,si'shi'ba'zhai'tan'chang
四四拍,si'si'pai
丝桐,si'tong
斯图,si'tu
四喜班,si'xi'ban
四弦,si'xian
四弦胡,si'xian'hu
四弦琴,si'xian'qin
丝弦曲牌,si'xian'qu'pai
死之舞,si'zhi'wu
泗州大鼓,si'zhou'da'gu
宋代歌舞剧曲录要,song'dai'ge'wu'ju'qu'lu'yao
宋金杂剧考,song'jin'za'ju'kao
颂乐,song'le
嵩明花灯,song'ming'hua'deng
宋明音乐史料,song'ming'yin'yue'shi'liao
松弦馆琴谱,song'xian'guan'qin'pu
宋元明讲唱文学,song'yuan'ming'jiang'chang'wen'xue
宋元戏曲文物与民俗,song'yuan'xi'qu'wen'wu'yu'min'su
搜孤救孤,sou'gu'jiu'gu
速度,su'du
速度还原,su'du'huan'yuan
速度术语,su'du'shu'yu
苏古杜,su'gu'du
苏夏,su'xia
苏州弹词,su'zhou'tan'ci
隋唐五代音乐史料,sui'tang'wu'dai'yin'yue'shi'liao
隋唐燕乐调研究,sui'tang'yan'yue'diao'yan'jiu
随县出土音乐文物专辑,sui'xian'chu'tu'yin'yue'wen'wu'zhuan'ji
随想曲,sui'xiang'qu
穗子,sui'zi
梭钢,suo'gang
唆尽,suo'jin
唆君,suo'jun
唢呐,suo'na
唢呐目牌,suo'na'mu'pai
踏板,ta'ban
太簇,tai'cu
太古遗音,tai'gu'yi'yin
抬花轿,tai'hua'jiao
太平调,tai'ping'diao
太平鼓,tai'ping'gu
太琴,tai'qin
台湾音乐史初稿,tai'wan'yin'yue'shi'chu'gao
太音大全集,tai'yin'da'quan'ji
檀板,tan'ban
弹拨乐器,tan'bo'yue'qi
滩簧,tan'huang
弹轮,tan'lun
探亲调,tan'qin'tiao
唐代音乐舞,tang'dai'yin'yue'wu
唐代音乐与古谱译读,tang'dai'yin'yue'yu'gu'pu'yi'du
堂鼓,tang'gu
镗锣,tang'luo
唐琴,tang'qin
唐山落子,tang'shan'lao'zi
鼗鼓,tao'gu
套曲,tao'qu
陶埙,tao'xun
特琴,te'qin
特性音程,te'xing'yin'cheng
特钟,te'zhong
提琴,ti'qin
天津时调,tian'jin'shi'tiao
天津音乐学院,tian'jin'yin'yue'xue'yuan
天沔小曲,tian'mian'xiao'qu
天闻阁琴谱,tian'wen'ge'qin'pu
天下同,tian'xia'tong
填臻,tian'zhen
挑华车,tiao'hua'che
跳龙门,tiao'long'men
跳跃记号,tiao'yue'ji'hao
铁鼓,tie'gu
铁胡,tie'hu
铁琴,tie'qin
听音,ting'yin
铜冬,tong'dong
铜洞,tong'dong
同宫系统,tong'gong'xi'tong
铜鼓,tong'gu
铜鼓史话,tong'gu'shi'hua
铜鼓舞,tong'gu'wu
铜铃,tong'ling
同名调,tong'ming'tiao
筒钦,tong'qin
通俗唱法,tong'su'chang'fa
铜筒四胡,tong'tong'si'hu
同向,tong'xiang
同音列,tong'yin'lie
同音列调式,tong'yin'lie'diao'shi
同州梆子,tong'zhou'bang'zi
同主音大小调,tong'zhu'yin'da'xiao'diao
同主音调,tong'zhu'yin'diao
通奏低音,tong'zou'di'yin
头管,tou'guan
土地戏,tu'di'xi
吐尔地阿洪,tu'er'di'a'hong
土鼓,tu'gu
吐良,tu'liang
突慢,tu'man
突然加快,tu'ran'jia'kuai
土子腔,tu'zi'qiang
托卡塔,tuo'ka'ta
瓦格洛,wa'ge'luo
瓦格纳号,wa'ge'na'hao
瓦琴,wa'qin
佤族清戏,wa'zu'qing'xi
外族音乐流传中国史,wai'zu'yin'yue'liu'chuan'zhong'guo'shi
晚会,wan'hui
完满终止,wan'man'zhong'zhi
完全等和弦,wan'quan'deng'he'xian
完全等音程,wan'quan'deng'yin'cheng
完全协和音程,wan'quan'xie'he'yin'cheng
汪桂芬,wang'gui'fen
王国维戏曲论文集,wang'guo'wei'xi'qu'lun'wen'ji
王进,wang'jin
苇笛,wei'di
微断音,wei'duan'yin
微分音,wei'fen'yin
微分音音乐,wei'fen'yin'yin'yue
魏晋南北朝音乐史料,wei'jin'nan'bei'chao'yin'yue'shi'liao
未来主义音乐,wei'lai'zhu'yi'yin'yue
蔚利,wei'li
魏良辅曲律,wei'liang'fu'qu'lv
威尼斯乐派,wei'ni'si'le'pai
维吾尔族手鼓,wei'wu'er'zu'shou'gu
唯音音乐,wei'yin'yin'le
卫仲乐,wei'zhong'le
文场,wen'chang
稳定音,wen'ding'yin
稳定音程,wen'ding'yin'cheng
稳定音级,wen'ding'yin'ji
温柔地,wen'rou'de
文山花灯,wen'shan'hua'deng
文书调,wen'shu'tiao
温痛,wen'tong
文枕琴,wen'zhen'qin
嗡子,weng'zi
卧牛,wo'niu
卧云居士,wo'yun'ju'shi
五梆子,wu'bang'zi
无词歌,wu'ci'ge
武旦,wu'dan
五度相生律,wu'du'xiang'sheng'lv
五度循环,wu'du'xun'huan
五度音,wu'du'yin
梧岗琴谱,wu'gang'qin'pu
武汉音乐学院,wu'han'yin'yue'xue'yuan
婺剧,wu'ju
五句子,wu'ju'zi
吴老年,wu'lao'nian
五连音,wu'lian'yin
五六和弦,wu'liu'he'xian
吴梅戏曲论文集,wu'mei'xi'qu'lun'wen'ji
五拍子,wu'pai'zi
五人义,wu'ren'yi
武生,wu'sheng
五声调式,wu'sheng'diao'shi
五声音阶,wu'sheng'yin'jie
梧桐琴,wu'tong'qin
无锡景,wu'xi'jing
五弦琵琶,wu'xian'pi'pa
无射,wu'yi
无音孔埙,wu'yin'kong'xun
五音位置,wu'yin'wei'zhi
五知斋琴谱,wu'zhi'zhai'qin'pu
西安音乐学院,xi'an'yin'yue'xue'yuan
西班牙舞曲,xi'ban'ya'wu'qu
西河大鼓,xi'he'da'gu
西河调,xi'he'tiao
锡剧,xi'ju
锡剧曲调,xi'ju'qu'diao
西麓堂琴谱,xi'lu'tang'qin'pu
西皮,xi'pi
奚琴,xi'qin
西秦腔,xi'qin'qiang
戏曲笔谈,xi'qu'bi'tan
戏曲乐人,xi'qu'le'ren
戏曲腔系及主要剧种,xi'qu'qiang'xi'ji'zhu'yao'ju'zhong
戏曲声腔,xi'qu'sheng'qiang
戏曲演唱论著辑释,xi'qu'yan'chang'lun'zhu'ji'shi
戏曲音乐史概述,xi'qu'yin'yue'shi'gai'shu
溪山琴况,xi'shan'qin'kuang
戏文概论,xi'wen'gai'lun
西厢记说唱集,xi'xiang'ji'shuo'chang'ji
西厢记四种乐谱选曲,xi'xiang'ji'si'zhong'yue'pu'xuan'qu
戏谑地,xi'xue'de
夕阳箫鼓,xi'yang'xiao'gu
细腰鼓,xi'yao'gu
嬉游曲,xi'you'qu
西藏纪游,xi'zang'ji'you
昔兹,xi'zi
下波音,xia'bo'yin
下滑音,xia'hua'yin
下加线,xia'jia'xian
夏空,xia'kong
下山虎,xia'shan'hu
下属和弦,xia'shu'he'xian
下属调,xia'shu'tiao
下属音,xia'shu'yin
下五音,xia'wu'yin
下行,xia'xing
下行音阶,xia'xing'yin'jie
下行音列,xia'xing'yin'lie
下中音,xia'zhong'yin
现代板胡,xian'dai'ban'hu
现代管,xian'dai'guan
弦管,xian'guan
显赫辉煌地,xian'he'hui'huang'de
仙吕,xian'lv
弦马,xian'ma
先秦音乐美学思想论稿,xian'qin'yin'yue'mei'xue'si'xiang'lun'gao
弦似筋,xian'si'jin
弦索备考,xian'suo'bei'kao
先现音,xian'xian'yin
弦轴,xian'zhou
响把,xiang'ba
响板,xiang'ban
乡村抒怀,xiang'cun'shu'huai
象脚鼓,xiang'jiao'gu
象脚鼓舞,xiang'jiao'gu'wu
芗剧,xiang'ju
湘剧,xiang'ju
响篾,xiang'mie
相思影,xiang'si'ying
襄垣鼓书,xiang'yuan'gu'shu
襄垣调,xiang'yuan'tiao
响盏,xiang'zhan
小白菜,xiao'bai'cai
小筚篥,xiao'bi'li
小裁板,xiao'cai'ban
小镲,xiao'cha
小车舞,xiao'che'wu
小大七和弦,xiao'da'qi'he'xian
小旦,xiao'dan
小调,xiao'diao
小调类,xiao'diao'lei
小独笛,xiao'du'di
小二度,xiao'er'du
小二黑结婚,xiao'er'hei'jie'hun
小放牛,xiao'fang'niu
小鼓,xiao'gu
小广板,xiao'guang'ban
小号,xiao'hao
小河淌水,xiao'he'tang'shui
小节,xiao'jie
小节线,xiao'jie'xian
小开口,xiao'kai'kou
小快板,xiao'kuai'ban
小雷,xiao'lei
小六度,xiao'liu'du
小锣,xiao'luo
小芒筒,xiao'mang'tong
小七度,xiao'qi'du
小七和弦,xiao'qi'he'xian
小三度,xiao'san'du
小三和弦,xiao'san'he'xian
小生,xiao'sheng
小提琴,xiao'ti'qin
小行板,xiao'xing'ban
消眼板,xiao'yan'ban
小夜曲,xiao'ye'qu
小音程,xiao'yin'cheng
小音阶,xiao'yin'jie
小字组,xiao'zi'zu
楔槌键,xie'chui'jian
协和音程,xie'he'yin'cheng
谐虐曲,xie'nue'qu
谐舞,xie'wu
斜向,xie'xiang
协奏曲,xie'zou'qu
新调性音乐,xin'diao'xing'yin'yue
新古典主义音乐,xin'gu'dian'zhu'yi'yin'yue
新疆舆图风土考,xin'jiang'yu'tu'feng'tu'kao
新浪漫主义音乐,xin'lang'man'zhu'yi'yin'yue
新事曲,xin'shi'qu
新音阶,xin'yin'jie
行板,xing'ban
星海音乐学院,xing'hai'yin'yue'xue'yuan
匈牙利小音阶,xiong'ya'li'xiao'yin'jie
绣荷包,xiu'he'bao
秀山花灯,xiu'shan'hua'deng
休止符,xiu'zhi'fu
序列音乐,xu'lie'yin'yue
序曲,xu'qu
须生,xu'sheng
叙事曲,xu'shi'qu
絮絮低语地,xu'xu'di'yu'di
旋宫转调,xuan'gong'zhuan'diao
宣和博古图,xuan'he'bo'gu'tu
旋律,xuan'lv
旋律半音阶,xuan'lv'ban'yin'jie
旋律大调,xuan'lv'da'diao
旋律大小调,xuan'lv'da'xiao'diao
旋律模进,xuan'lv'mo'jin
旋律小调,xuan'lv'xiao'diao
旋律音程,xuan'lv'yin'cheng
玄琴,xuan'qin
宣叙调,xuan'xu'diao
寻江弹唱,xun'jiang'tan'chang
浔阳夜月,xun'yang'ye'yue
哑胡,ya'hu
雅乐,ya'yue
雅乐音阶,ya'yue'yin'jie
延长记号,yan'chang'ji'hao
燕乐,yan'le
燕乐考原,yan'le'kao'yuan
燕乐三书,yan'le'san'shu
燕乐探微,yan'le'tan'wei
燕乐音阶,yan'le'yin'jie
延留音,yan'liu'yin
宴席曲,yan'xi'qu
咽音,yan'yin
延音线,yan'yin'xian
雁柱箜篌,yan'zhu'kong'hou
演奏方式,yan'zou'fang'shi
秧歌,yang'ge
扬剧,yang'ju
扬剧曲调,yang'ju'qu'diao
杨柳青,yang'liu'qing
羊皮鼓,yang'pi'gu
扬琴,yang'qin
洋琴,yang'qin
杨青,yang'qing
杨旺,yang'wang
杨学仲,yang'xue'zhong
阳友鹤,yang'you'he
养正轩琵琶谱,yang'zheng'xuan'pi'pa'pu
扬州清曲,yang'zhou'qing'qu
扬州弹词,yang'zhou'tan'ci
姚安花灯,yao'an'hua'deng
腰鼓,yao'gu
摇篮曲,yao'lan'qu
腰铃,yao'ling
瑶琴,yao'qin
瑶族长鼓,yao'zu'chang'gu
叶栋,ye'dong
夜曲,ye'qu
夜箫,ye'xiao
野猪林,ye'zhu'lin
伊奥尼亚调式,yi'ao'ni'ya'diao'shi
一丑,yi'chou
一串珠,yi'chuan'zhu
意大利术语,yi'da'li'shu'yu
移调,yi'diao
移调记号,yi'diao'ji'hao
异宫系统,yi'gong'xi'tong
义管笙,yi'guan'sheng
一流,yi'liu
一拍子,yi'pai'zi
艺术语言发声基础,yi'shu'yu'yan'fa'sheng'ji'chu
一弦琴,yi'xian'qin
一眼板,yi'yan'ban
弋阳,yi'yang
弋阳腔,yi'yang'qiang
倚音,yi'yin
一音孔埙,yi'yin'kong'xun
义勇军进行曲,yi'yong'jun'jin'xing'qu
夷则,yi'ze
一枝花,yi'zhi'hua
彝族甲苏,yi'zu'jia'su
义嘴笛,yi'zui'di
音程关系,yin'cheng'guan'xi
音程转位,yin'cheng'zhuan'wei
音调重音,yin'diao'zhong'yin
音符,yin'fu
隐伏八度,yin'fu'ba'du
音高分组,yin'gao'fen'zu
音级,yin'ji
音阶,yin'jie
音阶线,yin'jie'xian
音孔,yin'kong
音列,yin'lie
蚓庐曲谈,yin'lu'qu'tan
音名,yin'ming
银纽丝,yin'niu'si
音区,yin'qu
音头,yin'tou
吟香堂曲谱,yin'xiang'tang'qu'pu
印象主义时期,yin'xiang'zhu'yi'shi'qi
银杏吉斯,yin'xing'ji'si
音域,yin'yu
音乐,yin'yue
音乐编辑,yin'yue'bian'ji
音乐动机,yin'yue'dong'ji
音乐剧,yin'yue'ju
音乐理论,yin'yue'li'lun
音乐美学,yin'yue'mei'xue
音乐史,yin'yue'shi
音乐史学美学论稿,yin'yue'shi'xue'mei'xue'lun'gao
音乐术语,yin'yue'shu'yu
音乐瞬间,yin'yue'shun'jian
音乐素材,yin'yue'su'cai
音乐特点,yin'yue'te'dian
音乐学,yin'yue'xue
音值组合法,yin'zhi'zu'he'fa
荫中鸟,yin'zhong'niao
音准,yin'zhun
银字筚篥,yin'zi'bi'li
鹰笛,ying'di
迎风板,ying'feng'ban
英国管,ying'guo'guan
应钟,ying'zhong
瀛洲古调,ying'zhou'gu'tiao
永乐大典戏文三种校注,yong'le'da'dian'xi'wen'san'zhong'jiao'zhu
咏叹调,yong'tan'diao
幽默曲,you'mo'qu
幼生,you'sheng
右踏板,you'ta'ban
右竹,you'zhu
羽调式,yu'diao'shi
豫东腔,yu'dong'qiang
渔鼓,yu'gu
羽管键琴,yu'guan'jian'qin
豫剧,yu'ju
虞美人,yu'mei'ren
玉琴,yu'qin
玉溪花灯,yu'xi'hua'deng
豫西腔,yu'xi'qiang
语言音乐学初探,yu'yan'yin'yue'xue'chu'tan
语言与音乐,yu'yan'yu'yin'yue
余姚腔,yu'yao'qiang
鱼咬尾,yu'yao'wei
宇宙锋,yu'zhou'feng
远关系调,yuan'guan'xi'tiao
圆号,yuan'hao
辕门鼓,yuan'men'gu
元谋花灯,yuan'mou'hua'deng
原位和弦,yuan'wei'he'xian
圆舞曲,yuan'wu'qu
鸳鸯句,yuan'yang'ju
原野,yuan'ye
粤风,yue'feng
乐府传声,yue'fu'chuan'sheng
乐府杂录,yue'fu'za'lu
粤胡,yue'hu
越剧,yue'ju
乐句,yue'ju
粤剧,yue'ju
越剧粤剧,yue'ju'yue'ju
乐律全书,yue'lv'quan'shu
乐器伴奏,yue'qi'ban'zou
乐器制造,yue'qi'zhi'zao
月琴,yue'qin
粤曲,yue'qu
乐师史,yue'shi'shi
乐音,yue'yin
乐章,yue'zhang
云璈,yun'ao
云锣,yun'luo
云南花灯,yun'nan'hua'deng
云南花灯戏,yun'nan'hua'deng'xi
杂腔,za'qiang
赞美歌,zan'mei'ge
藏族乐论,zang'zu'le'lun
燥鼓,zao'gu
枣核腔,zao'he'qiang
噪音,zao'yin
增八度,zeng'ba'du
赠板,zeng'ban
增六度,zeng'liu'du
增七度,zeng'qi'du
增三和弦,zeng'san'he'xian
增时线,zeng'shi'xian
增四度,zeng'si'du
增一度,zeng'yi'du
增音程,zeng'yin'cheng
札木聂,zha'mu'nie
轧琴,zha'qin
炸音,zha'yin
轧筝琴,zha'zheng'qin
斩龙头,zhan'long'tou
张二奎,zhang'er'kui
杖鼓,zhang'gu
张艺,zhang'yi
赵钟周,zhao'zhong'zhou
折断腰,zhe'duan'yao
哲噶尔,zhe'ga'er
枕头琴,zhen'tou'qin
震音,zhen'yin
正旦,zheng'dan
徵调式,zheng'diao'shi
正格终止,zheng'ge'zhong'zhi
正宫,zheng'gong
正南路,zheng'nan'lu
正三和弦,zheng'san'he'xian
正音级,zheng'yin'ji
指挥图示,zhi'hui'tu'shi
中板,zhong'ban
种大麦调,zhong'da'mai'tiao
中古调式,zhong'gu'diao'shi
中国部分民间音乐乐语,zhong'guo'bu'fen'min'jian'yin'yue'le'yu
中国出土古代乐器分域简目,zhong'guo'chu'tu'gu'dai'yue'qi'fen'yu'jian'mu
中国歌剧,zhong'guo'ge'ju
中国古代吹孔乐器,zhong'guo'gu'dai'chui'kong'yue'qi
中国古代歌曲,zhong'guo'gu'dai'ge'qu
中国古代乐论选辑,zhong'guo'gu'dai'le'lun'xuan'ji
中国古代戏曲论著集成,zhong'guo'gu'dai'xi'qu'lun'zhu'ji'cheng
中国古代音乐史稿,zhong'guo'gu'dai'yin'yue'shi'gao
中国古代音乐史简编,zhong'guo'gu'dai'yin'yue'shi'jian'bian
中国古代音乐文献,zhong'guo'gu'dai'yin'yue'wen'xian
中国近世戏曲史,zhong'guo'jin'shi'xi'qu'shi
中国琵琶史稿,zhong'guo'pi'pa'shi'gao
中国少数民族乐器志,zhong'guo'shao'shu'min'zu'yue'qi'zhi
中国西部音乐论,zhong'guo'xi'bu'yin'yue'lun
