爱登堡,ai'deng'bao
岜苗,ba'miao
巴敏,ba'min
把敏,ba'min
岜模,ba'mo
岜那,ba'na
巴拿,ba'na
岜那村,ba'na'cun
岜内,ba'nei
把念,ba'nian
岜念屯,ba'nian'tun
岜宁,ba'ning
八潘,ba'pan
巴旁,ba'pang
岜盆乡,ba'pen'xiang
巴皮,ba'pi
把批,ba'pi
八坡,ba'po
巴其,ba'qi
巴球,ba'qiu
岜绕,ba'rao
巴瑞,ba'rui
岜桑,ba'sang
坝沙,ba'sha
岜沙,ba'sha
巴沙,ba'sha
岜山,ba'shan
巴仕,ba'shi
巴四,ba'si
巴炭,ba'tan
把堂,ba'tang
把汤,ba'tang
巴屯,ba'tun
把湾,ba'wan
岜旺,ba'wang
岜王,ba'wang
坝伍,ba'wu
巴勿,ba'wu
八仙山,ba'xian'shan
把肖,ba'xiao
岜晓村,ba'xiao'cun
把写,ba'xie
把休,ba'xiu
巴雁,ba'yan
把演,ba'yan
把雁,ba'yan
岜羊,ba'yang
岜阳,ba'yang
把要,ba'yao
把益,ba'yi
把英,ba'ying
巴至,ba'zhi
把追,ba'zhui
百艾,bai'ai
百昂,bai'ang
拜帮,bai'bang
百棒,bai'bang
百保,bai'bao
百标,bai'biao
百咘,bai'bu
百布,bai'bu
百彩,bai'cai
百朝,bai'chao
百大,bai'da
百党,bai'dang
百当,bai'dang
百定,bai'ding
百斗,bai'dou
白坟,bai'fen
白坟岭,bai'fen'ling
百干,bai'gan
百敢,bai'gan
百个,bai'ge
百给,bai'gei
百关,bai'guan
百官,bai'guan
百光,bai'guang
百贵,bai'gui
百果,bai'guo
白果山,bai'guo'shan
百哈,bai'ha
百好,bai'hao
白合,bai'he
百何,bai'he
百合村,bai'he'cun
白鹤山,bai'he'shan
白虎,bai'hu
百湖,bai'hu
百既,bai'ji
百鸡,bai'ji
百家,bai'jia
百架,bai'jia
百甲,bai'jia
百家惠,bai'jia'hui
百降,bai'jiang
百叫,bai'jiao
百角,bai'jiao
百究,bai'jiu
百康,bai'kang
百孔,bai'kong
百苦,bai'ku
百筐,bai'kuang
百辣,bai'la
白立,bai'li
百灵村,bai'ling'cun
百六,bai'liu
百六村,bai'liu'cun
百陇,bai'long
百龙,bai'long
白龙村,bai'long'cun
百吕,bai'lv
百马,bai'ma
白马村,bai'ma'cun
白马洞,bai'ma'dong
白马山,bai'ma'shan
百孟,bai'meng
百猛,bai'meng
百秘,bai'mi
白面山,bai'mian'shan
百明,bai'ming
佰纳,bai'na
百那,bai'na
百念,bai'nian
百弄,bai'nong
百农村,bai'nong'cun
百诺,bai'nuo
百派,bai'pai
百判,bai'pan
百琴,bai'qin
百球,bai'qiu
百渠,bai'qu
百泉村,bai'quan'cun
白沙,bai'sha
百沙,bai'sha
白山,bai'shan
白水滩,bai'shui'tan
百嗦,bai'suo
百所,bai'suo
百他,bai'ta
百统,bai'tong
白头公,bai'tou'gong
白土,bai'tu
百吞,bai'tun
百汪,bai'wang
百窝,bai'wo
百悟,bai'wu
百西,bai'xi
百辛,bai'xin
白雪,bai'xue
百岩,bai'yan
百眼,bai'yan
百域,bai'yu
白鱼山,bai'yu'shan
白云洞,bai'yun'dong
白云山,bai'yun'shan
白云镇,bai'yun'zhen
白云中学,bai'yun'zhong'xue
百扎,bai'zha
百着,bai'zhao
百贞,bai'zhen
白作,bai'zuo
板爱,ban'ai
板艾,ban'ai
板安,ban'an
板凹,ban'ao
板奥,ban'ao
板岜,ban'ba
板棒,ban'bang
板包,ban'bao
板本,ban'ben
板必,ban'bi
板闭,ban'bi
板标,ban'biao
板卜,ban'bu
板布,ban'bu
板册,ban'ce
板查,ban'cha
板茶,ban'cha
板池,ban'chi
板达,ban'da
板旦,ban'dan
板德,ban'de
板底,ban'di
板电,ban'dian
板董,ban'dong
板斗,ban'dou
板墩,ban'dun
板额,ban'e
板方,ban'fang
板肥,ban'fei
板丰,ban'feng
板封,ban'feng
板否,ban'fou
板甫,ban'fu
板干,ban'gan
板杠,ban'gang
板告,ban'gao
板阁,ban'ge
板给,ban'gei
板根,ban'gen
板桂,ban'gui
板棍乡,ban'gun'xiang
板海,ban'hai
板号,ban'hao
板合,ban'he
板痕,ban'hen
板后,ban'hou
板花,ban'hua
板会,ban'hui
板或,ban'huo
板活,ban'huo
板吉,ban'ji
板急,ban'ji
板价,ban'jia
板甲,ban'jia
板坚,ban'jian
板建,ban'jian
板江,ban'jiang
板叫,ban'jiao
板教,ban'jiao
板角,ban'jiao
板杰,ban'jie
板就,ban'jiu
板旧,ban'jiu
板局,ban'ju
板卷,ban'juan
板均,ban'jun
板卡,ban'ka
板凯,ban'kai
板考,ban'kao
板克,ban'ke
板可,ban'ke
板空,ban'kong
板扣,ban'kou
板坤,ban'kun
板拉,ban'la
板赖,ban'lai
板兰,ban'lan
板懒,ban'lan
板榄,ban'lan
板兰村,ban'lan'cun
板烂村,ban'lan'cun
板劳,ban'lao
板乐,ban'le
板类,ban'lei
板冷,ban'leng
板楞,ban'leng
板利乡,ban'li'xiang
板连,ban'lian
板亮,ban'liang
板良,ban'liang
板列,ban'lie
板凛,ban'lin
板林,ban'lin
板凌,ban'ling
板另,ban'ling
板岭,ban'ling
板六,ban'liu
板陇,ban'long
板龙,ban'long
板略,ban'lue
板罗,ban'luo
板马,ban'ma
班马,ban'ma
板脉,ban'mai
板麦,ban'mai
板麦村,ban'mai'cun
板慢,ban'man
板梅,ban'mei
板美,ban'mei
板门,ban'men
板门村,ban'men'cun
板孟,ban'meng
板梦,ban'meng
板蒙,ban'meng
板棉村,ban'mian'cun
板苗,ban'miao
板敏,ban'min
板莫,ban'mo
板木,ban'mu
板那,ban'na
板南,ban'nan
板楠,ban'nan
板难,ban'nan
板内,ban'nei
扳你,ban'ni
板宁,ban'ning
板扭,ban'niu
板农,ban'nong
板弄,ban'nong
板诺,ban'nuo
板欧,ban'ou
板排,ban'pai
板牌,ban'pai
板旁,ban'pang
板盆,ban'pen
板凭,ban'ping
板铺,ban'pu
板巧,ban'qiao
板求,ban'qiu
板曲,ban'qu
板仁,ban'ren
板赛,ban'sai
板山,ban'shan
板山村,ban'shan'cun
伴上,ban'shang
板深,ban'shen
板省,ban'sheng
板受,ban'shou
板属,ban'shu
板耍,ban'shua
板粟,ban'su
板算,ban'suan
板索,ban'suo
板探,ban'tan
板潭,ban'tan
板谭,ban'tan
板塘,ban'tang
板汤,ban'tang
板梯,ban'ti
板统,ban'tong
板透,ban'tou
板土,ban'tu
板屯,ban'tun
板外,ban'wai
板旺,ban'wang
板王,ban'wang
板旺村,ban'wang'cun
板卫,ban'wei
板温,ban'wen
板溪村,ban'xi'cun
板下,ban'xia
板响,ban'xiang
板想,ban'xiang
板项,ban'xiang
板小,ban'xiao
板晓,ban'xiao
板新,ban'xin
板杏,ban'xing
板亚,ban'ya
板崖,ban'ya
板燕,ban'yan
板杨,ban'yang
板要,ban'yao
板乙,ban'yi
板饮,ban'yin
板永,ban'yong
板域,ban'yu
板院,ban'yuan
板约,ban'yue
板增,ban'zeng
板章,ban'zhang
板召,ban'zhao
板志,ban'zhi
板止,ban'zhi
板置,ban'zhi
邦农,bang'nong
帮屯,bang'tun
榜屯,bang'tun
保爱,bao'ai
保安村,bao'an'cun
宝宝幼儿园,bao'bao'you'er'yuan
包村,bao'cun
保等,bao'deng
宝盖山,bao'gai'shan
宝贯村,bao'guan'cun
保怀,bao'huai
保家,bao'jia
宝剑山,bao'jian'shan
保坎,bao'kan
保利,bao'li
宝南,bao'nan
剥皮,bao'pi
宝山,bao'shan
宝山村,bao'shan'cun
宝山水库,bao'shan'shui'ku
宝屯,bao'tun
保卫村,bao'wei'cun
宝西村,bao'xi'cun
宝贤村,bao'xian'cun
宝新村,bao'xin'cun
宝圩乡,bao'xu'xiang
北把,bei'ba
北大招待所,bei'da'zhao'dai'suo
北斗村,bei'dou'cun
北府,bei'fu
北鸡,bei'ji
北江乡,bei'jiang'xiang
北教,bei'jiao
北乐,bei'le
蓓蕾幼儿园,bei'lei'you'er'yuan
北岭,bei'ling
北六,bei'liu
北门,bei'men
北门村,bei'men'cun
北明村,bei'ming'cun
北宁村,bei'ning'cun
北弄,bei'nong
北排,bei'pai
北派,bei'pai
北旗,bei'qi
北仁,bei'ren
北三村,bei'san'cun
北山,bei'shan
背山,bei'shan
北胜村,bei'sheng'cun
碑头,bei'tou
备屯,bei'tun
贝屯,bei'tun
北兴,bei'xing
北岩,bei'yan
北岩村,bei'yan'cun
北丈,bei'zhang
奔别,ben'bie
本屯,ben'tun
逼表,bi'biao
笔该,bi'gai
必屯,bi'tun
比屯,bi'tun
边什,bian'shen
表山,biao'shan
宾磊,bin'lei
彬桥乡,bin'qiao'xiang
兵屯,bing'tun
波彩,bo'cai
波床,bo'chuang
波村,bo'cun
波淡,bo'dan
波多,bo'duo
伯甫,bo'fu
波鸡,bo'ji
波教,bo'jiao
波界,bo'jie
波黎,bo'li
波罗,bo'luo
波孟,bo'meng
波敏,bo'min
博那,bo'na
波拍,bo'pai
波飘,bo'piao
波平,bo'ping
波巧,bo'qiao
波双,bo'shuang
伯谭,bo'tan
波梯,bo'ti
波望,bo'wang
波王,bo'wang
伯乌,bo'wu
波物,bo'wu
波西,bo'xi
波燕,bo'yan
波眼,bo'yan
卜白,bu'bai
布榜,bu'bang
布邦,bu'bang
布必,bu'bi
布比,bu'bi
卜才,bu'cai
布大,bu'da
布达,bu'da
布典,bu'dian
咘丁,bu'ding
布东,bu'dong
布洞,bu'dong
咘多,bu'duo
布丰,bu'feng
布逢,bu'feng
布伏,bu'fu
布干,bu'gan
布罡,bu'gang
布给,bu'gei
布根,bu'gen
布光,bu'guang
布国,bu'guo
布会,bu'hui
布惠,bu'hui
布及,bu'ji
卜江,bu'jiang
布江,bu'jiang
布叫,bu'jiao
布解,bu'jie
布禁,bu'jin
布进,bu'jin
布井,bu'jing
布局关,bu'ju'guan
卜堪,bu'kan
布堪,bu'kan
布看,bu'kan
布康,bu'kang
布腊,bu'la
布兰,bu'lan
布浪,bu'lang
卜冷,bu'leng
卜利,bu'li
布里,bu'li
咘练,bu'lian
布练,bu'lian
布亮,bu'liang
布烈,bu'lie
布岭,bu'ling
布灵,bu'ling
卜柳,bu'liu
布柳,bu'liu
布龙,bu'long
卜路,bu'lu
布陆,bu'lu
布罗,bu'luo
咘满,bu'man
埠美,bu'mei
布门,bu'men
布孟,bu'meng
卜密,bu'mi
布莫,bu'mo
卜内,bu'nei
布念,bu'nian
布鸟,bu'niao
布农,bu'nong
咘怕,bu'pa
布排,bu'pai
布盆,bu'pen
布品,bu'pin
布仁,bu'ren
卜瑞,bu'rui
布扫,bu'sao
布沙,bu'sha
布沙村,bu'sha'cun
卜胜,bu'sheng
布寺,bu'si
布松,bu'song
布太,bu'tai
布坛,bu'tan
卜特,bu'te
卜屯,bu'tun
布吞,bu'tun
布瓦山,bu'wa'shan
布万,bu'wan
布旺,bu'wang
布温,bu'wen
布务,bu'wu
布西,bu'xi
卜些,bu'xie
布新,bu'xin
布秀,bu'xiu
布燕,bu'yan
卜也,bu'ye
布宜,bu'yi
卜因,bu'yin
布英,bu'ying
布用,bu'yong
卜灾,bu'zai
卜寨,bu'zhai
卜寨村,bu'zhai'cun
布正,bu'zheng
布种,bu'zhong
布周,bu'zhou
布锥,bu'zhui
彩花,cai'hua
才节,cai'jie
才屯,cai'tun
财旺,cai'wang
岑德,cen'de
岑豆,cen'dou
岑对,cen'dui
岑那,cen'na
岑头,cen'tou
岑银,cen'yin
曾村,ceng'cun
茶柳,cha'liu
茶陋,cha'lou
查迎,cha'ying
茶油山,cha'you'shan
昌付,chang'fu
长乐,chang'le
长岭岗,chang'ling'gang
唱梅,chang'mei
昌明乡,chang'ming'xiang
昌平乡,chang'ping'xiang
长期村,chang'qi'cun
长桥,chang'qiao
长桥村,chang'qiao'cun
长沙村,chang'sha'cun
长沙眼镜店,chang'sha'yan'jing'dian
长山,chang'shan
长塘,chang'tang
长田,chang'tian
常屯,chang'tun
昌屯,chang'tun
长屯,chang'tun
朝定,chao'ding
朝马,chao'ma
朝那,chao'na
朝新,chao'xin
朝洋,chao'yang
朝元,chao'yuan
超志,chao'zhi
车站村,che'zhan'cun
沉甸,chen'dian
城安,cheng'an
城东旅馆,cheng'dong'lv'guan
呈屯,cheng'tun
城厢村,cheng'xiang'cun
持禄,chi'lu
池赛,chi'sai
崇德村,chong'de'cun
冲登,chong'deng
充禾村,chong'he'cun
崇台,chong'tai
冲塘,chong'tang
崇中路口,chong'zhong'lu'kou
崇左汽车总站,chong'zuo'qi'che'zong'zhan
崇左市,chong'zuo'shi
崇左市高级中学,chong'zuo'shi'gao'ji'zhong'xue
崇左市公安局,chong'zuo'shi'gong'an'ju
崇左市环保局,chong'zuo'shi'huan'bao'ju
崇左市交通局,chong'zuo'shi'jiao'tong'ju
崇左市教育局,chong'zuo'shi'jiao'yu'ju
崇左市人民医院,chong'zuo'shi'ren'min'yi'yuan
崇左市委,chong'zuo'shi'wei
崇左市卫生局,chong'zuo'shi'wei'sheng'ju
崇左市邮政局,chong'zuo'shi'you'zheng'ju
崇左市政府,chong'zuo'shi'zheng'fu
崇左市职业技术学校,chong'zuo'shi'zhi'ye'ji'shu'xue'xiao
崇左站,chong'zuo'zhan
崇左中学路口,chong'zuo'zhong'xue'lu'kou
稠村,chou'cun
川府酒楼,chuan'fu'jiu'lou
穿龙岩,chuan'long'yan
从好,cong'hao
从岭,cong'ling
翠苑宾馆,cui'yuan'bin'guan
大湴,da'ban
达保,da'bao
大崩山,da'beng'shan
大卜,da'bu
大村,da'cun
大村路口,da'cun'lu'kou
大村小学,da'cun'xiao'xue
答斗,da'dou
大俸,da'feng
大伏,da'fu
达芙妮,da'fu'ni
大罡,da'gang
大夯,da'hang
大合,da'he
达红,da'hong
大华,da'hua
打考,da'kao
达考,da'kao
大克,da'ke
大兰,da'lan
大栏,da'lan
大浪,da'lang
大利,da'li
大亮,da'liang
大良,da'liang
大岭,da'ling
达灵,da'ling
大岭村,da'ling'cun
大陵村,da'ling'cun
大陵站,da'ling'zhan
大陇,da'long
大隆村,da'long'cun
大路街,da'lu'jie
大路山,da'lu'shan
达马,da'ma
大满,da'man
大么,da'me
大农,da'nong
大弄,da'nong
达弄,da'nong
大偶,da'ou
大炮台,da'pao'tai
大平,da'ping
大坡,da'po
大坡岭,da'po'ling
大桥,da'qiao
大青山,da'qing'shan
大青山林场,da'qing'shan'lin'chang
大任,da'ren
达仁,da'ren
大山,da'shan
大石根,da'shi'gen
大坛,da'tan
大塘,da'tang
大塘村,da'tang'cun
大田岭,da'tian'ling
大田头,da'tian'tou
打铁山,da'tie'shan
大屯,da'tun
打屯,da'tun
达屯,da'tun
大湾,da'wan
大弯弓,da'wan'gong
大夏,da'xia
大象水库,da'xiang'shui'ku
大新糖厂,da'xin'tang'chang
大新县,da'xin'xian
大新县人民医院,da'xin'xian'ren'min'yi'yuan
大型停车场,da'xing'ting'che'chang
大英雄酒楼,da'ying'xiong'jiu'lou
大闸,da'zha
大壮,da'zhuang
大祖,da'zu
单屯,dan'tun
丹周,dan'zhou
党校,dang'xiao
刀把,dao'ba
道林,dao'lin
刀屯,dao'tun
道屯,dao'tun
道香,dao'xiang
稻香村,dao'xiang'cun
德交,de'jiao
德天村,de'tian'cun
德调,de'tiao
邓海,deng'hai
登叫,deng'jiao
邓来,deng'lai
邓浪,deng'lang
等齐,deng'qi
邓桐,deng'tong
登屯,deng'tun
邓涯,deng'ya
邓约,deng'yue
底埂,di'geng
底古,di'gu
帝豪俱乐部,di'hao'ju'le'bu
底叫,di'jiao
底井,di'jing
地连,di'lian
底良,di'liang
底陇,di'long
地能,di'neng
底弄,di'nong
迪诺,di'nuo
底派,di'pai
底平,di'ping
底桥,di'qiao
底舍,di'she
地随,di'sui
底通,di'tong
地屯,di'tun
底屯,di'tun
地尾,di'wei
底谢,di'xie
帝也,di'ye
底营,di'ying
电灯山,dian'deng'shan
典都,dian'dou
吊江,diao'jiang
钓鱼台,diao'yu'tai
定表,ding'biao
顶表,ding'biao
定从,ding'cong
顶斗,ding'dou
丁贯,ding'guan
定广,ding'guang
定喝,ding'he
定厚,ding'hou
定宽,ding'kuan
定劳,ding'lao
定冷,ding'leng
顶岭,ding'ling
丁律,ding'lv
定明村,ding'ming'cun
丁欧,ding'ou
定强,ding'qiang
顶伞,ding'san
顶骚,ding'sao
定贤,ding'xian
顶乡,ding'xiang
顶谢,ding'xie
丁寨,ding'zhai
定作,ding'zuo
东岸,dong'an
冬案,dong'an
东安乡,dong'an'xiang
东保,dong'bao
东卜,dong'bu
洞埠,dong'bu
东等,dong'deng
洞断,dong'duan
东方药店,dong'fang'yao'dian
东风村,dong'feng'cun
洞干,dong'gan
垌骨,dong'gu
洞古,dong'gu
东合村,dong'he'cun
东红,dong'hong
洞鸡,dong'ji
洞廊村,dong'lang'cun
洞利,dong'li
洞凉,dong'liang
洞灵,dong'ling
洞零,dong'ling
东罗村,dong'luo'cun
东罗镇,dong'luo'zhen
东律,dong'lv
洞马,dong'ma
东门,dong'men
东门林场,dong'men'lin'chang
东盟商业港,dong'meng'shang'ye'gang
东民,dong'min
东明,dong'ming
洞明,dong'ming
东南村,dong'nan'cun
懂拼,dong'pin
洞品,dong'pin
垌平,dong'ping
洞平,dong'ping
洞平村,dong'ping'cun
东平乡,dong'ping'xiang
洞坡村,dong'po'cun
东沙,dong'sha
东山,dong'shan
洞上,dong'shang
东哨村,dong'shao'cun
东屯,dong'tun
冬屯,dong'tun
洞屯,dong'tun
洞外,dong'wai
洞西,dong'xi
洞相,dong'xiang
东亚纸厂,dong'ya'zhi'chang
东仪村,dong'yi'cun
冬阴,dong'yin
洞银,dong'yin
洞音,dong'yin
洞玉,dong'yu
东远,dong'yuan
东源名城,dong'yuan'ming'cheng
东丈,dong'zhang
东征,dong'zheng
都充村,dou'chong'cun
都干,dou'gan
斗厚,dou'hou
斗户,dou'hu
都户,dou'hu
都军,dou'jun
都康乡,dou'kang'xiang
都宽,dou'kuan
都楼,dou'lou
都门,dou'men
斗内,dou'nei
都弄,dou'nong
都努,dou'nu
斗旗,dou'qi
斗射,dou'she
都同,dou'tong
斗屯,dou'tun
豆屯,dou'tun
斗外,dou'wai
都义,dou'yi
都院,dou'yuan
度扼,du'e
笃林,du'lin
杜勉,du'mian
独木山,du'mu'shan
独山,du'shan
独山村,du'shan'cun
独秀山,du'xiu'shan
端得,duan'de
顿力,dun'li
顿门,dun'men
顿省,dun'sheng
顿周,dun'zhou
多部,duo'bu
多大,duo'da
多花,duo'hua
多或,duo'huo
多腊,duo'la
多良,duo'liang
多龙,duo'long
多鲁,duo'lu
多律,duo'lv
多牛,duo'niu
多汝,duo'ru
多显,duo'xian
多佑,duo'you
峨嵋山,e'mei'shan
恩城乡,en'cheng'xiang
恩屯,en'tun
二灵,er'ling
二全,er'quan
发当,fa'dang
法卡山,fa'ka'shan
法奎,fa'kui
发明村,fa'ming'cun
发那,fa'na
法那,fa'na
反求,fan'qiu
方略制药厂,fang'lue'zhi'yao'chang
防下,fang'xia
肥山,fei'shan
坟堡,fen'bao
坟鬼,fen'gui
分界石,fen'jie'shi
俸村,feng'cun
凤和,feng'he
凤璜村,feng'huang'cun
凤凰山,feng'huang'shan
凤凰山林场,feng'huang'shan'lin'chang
丰乐村,feng'le'cun
逢留,feng'liu
风流街,feng'liu'jie
逢楼,feng'lou
风门岭,feng'men'ling
枫木坡,feng'mu'po
枫木山,feng'mu'shan
丰屯,feng'tun
凤尾山,feng'wei'shan
凤庄村,feng'zhuang'cun
佛子,fo'zi
佛子屯,fo'zi'tun
伏庇,fu'bi
伏波山,fu'bo'shan
伏布,fu'bu
伏茶,fu'cha
伏昌,fu'chang
伏大,fu'da
福垌,fu'dong
伏断,fu'duan
伏汉,fu'han
伏荷,fu'he
伏恒,fu'heng
福宏,fu'hong
福厚村,fu'hou'cun
伏际,fu'ji
伏叫,fu'jiao
伏近,fu'jin
伏均,fu'jun
伏康,fu'kang
复康诊所,fu'kang'zhen'suo
福赖村,fu'lai'cun
伏蕾,fu'lei
伏力,fu'li
伏梨,fu'li
甫礼,fu'li
福利村,fu'li'cun
伏良,fu'liang
付六,fu'liu
伏六,fu'liu
伏柳,fu'liu
伏隆,fu'long
伏龙,fu'long
福龙,fu'long
福隆乡,fu'long'xiang
福隆中学,fu'long'zhong'xue
伏马,fu'ma
伏麦,fu'mai
伏曼,fu'man
伏美,fu'mei
伏庙,fu'miao
伏那,fu'na
扶南乡,fu'nan'xiang
伏内,fu'nei
福宁村,fu'ning'cun
伏农,fu'nong
伏弄,fu'nong
伏派,fu'pai
伏坡山,fu'po'shan
福求,fu'qiu
伏权,fu'quan
伏山,fu'shan
福寿,fu'shou
扶绥县,fu'sui'xian
扶绥县人民医院,fu'sui'xian'ren'min'yi'yuan
扶绥县中医院,fu'sui'xian'zhong'yi'yuan
扶绥站,fu'sui'zhan
伏潭,fu'tan
伏桃,fu'tao
付廷,fu'ting
伏王,fu'wang
伏祥,fu'xiang
伏谢,fu'xie
富新,fu'xin
福新乡,fu'xin'xiang
福兴,fu'xing
福星村,fu'xing'cun
扶洋,fu'yang
福阳,fu'yang
伏尧,fu'yao
伏药,fu'yao
伏依,fu'yi
富义,fu'yi
福盈,fu'ying
福育,fu'yu
甫元,fu'yuan
福元,fu'yuan
甘昌,gan'chang
干房,gan'fang
甘进,gan'jin
干龙,gan'long
甘漏,gan'lou
敢门,gan'men
杆旗,gan'qi
杆桥,gan'qiao
敢荣,gan'rong
干屯,gan'tun
甘样,gan'yang
岗岭,gang'ling
港士龙,gang'shi'long
高卜,gao'bu
高顶,gao'ding
高丰,gao'feng
高峰村,gao'feng'cun
高供,gao'gong
高华,gao'hua
高济,gao'ji
高界,gao'jie
高解,gao'jie
高料,gao'liao
高岭,gao'ling
高六,gao'liu
高楼,gao'lou
高卖,gao'mai
高埋,gao'mai
高其,gao'qi
高山,gao'shan
高山村,gao'shan'cun
高谭,gao'tan
高头,gao'tou
高屯,gao'tun
高文,gao'wen
高舞,gao'wu
高祥,gao'xiang
高眼,gao'yan
高椅,gao'yi
高椅山,gao'yi'shan
高增,gao'zeng
高止,gao'zhi
高洲村,gao'zhou'cun
格安,ge'an
歌该,ge'gai
戈拉,ge'la
格赖,ge'lai
哥里,ge'li
歌柳,ge'liu
哥龙,ge'long
格龙,ge'long
戈楼,ge'lou
戈毛,ge'mao
哥那,ge'na
格那,ge'na
格弄,ge'nong
格强,ge'qiang
戈桐,ge'tong
各羊,ge'yang
给弄,gei'nong
给屯,gei'tun
根围,gen'wei
更必,geng'bi
更别,geng'bie
更布,geng'bu
埂长,geng'chang
更东,geng'dong
更放,geng'fang
更防,geng'fang
更凤,geng'feng
更汉,geng'han
更何,geng'he
更怀,geng'huai
更及,geng'ji
埂加,geng'jia
更夹,geng'jia
更久,geng'jiu
更来,geng'lai
更林,geng'lin
更乃,geng'nai
更秋,geng'qiu
更伸,geng'shen
更松,geng'song
更汤,geng'tang
更土,geng'tu
更外,geng'wai
更午,geng'wu
更吸,geng'xi
更线,geng'xian
更洋,geng'yang
更爷,geng'ye
更珍,geng'zhen
更中,geng'zhong
公厕,gong'ce
贡奉,gong'feng
工行江南分理处,gong'hang'jiang'nan'fen'li'chu
共和村,gong'he'cun
共和水库,gong'he'shui'ku
共和学校,gong'he'xue'xiao
公鸡山,gong'ji'shan
公母山,gong'mu'shan
拱耸,gong'song
贡屯,gong'tun
公益村,gong'yi'cun
公猪脊,gong'zhu'ji
狗山,gou'shan
古必,gu'bi
姑标,gu'biao
谷波,gu'bo
谷旦,gu'dan
谷灯,gu'deng
古棣,gu'di
谷斗,gu'dou
谷都,gu'du
古肥,gu'fei
谷丰,gu'feng
谷割,gu'ge
谷更,gu'geng
古光,gu'guang
骨黑,gu'hei
谷鸡,gu'ji
古就,gu'jiu
谷旧,gu'jiu
姑勒,gu'le
古里,gu'li
谷里,gu'li
古亮,gu'liang
谷林,gu'lin
谷岭,gu'ling
古龙,gu'long
姑隆,gu'long
谷龙,gu'long
古楼,gu'lou
谷满,gu'man
古梅,gu'mei
谷蒙,gu'meng
古迷,gu'mi
古敏,gu'min
谷念,gu'nian
骨牛,gu'niu
古农,gu'nong
古坡,gu'po
古坡村,gu'po'cun
古坡道班,gu'po'dao'ban
古坡路口,gu'po'lu'kou
谷丘,gu'qiu
古沙,gu'sha
谷山,gu'shan
谷深,gu'shen
古寿,gu'shou
谷桐,gu'tong
骨屯,gu'tun
古显,gu'xian
瓜高,gua'gao
贯爱,guan'ai
贯洞,guan'dong
贯法,guan'fa
贯江,guan'jiang
贯美,guan'mei
关前隘,guan'qian'ai
关求,guan'qiu
关全,guan'quan
关三,guan'san
官山,guan'shan
贯市,guan'shi
贯松,guan'song
关台,guan'tai
贯学,guan'xue
贯压,guan'ya
观音山,guan'yin'shan
观音岩,guan'yin'yan
贯字,guan'zi
广何村,guang'he'cun
广金储气库,guang'jin'chu'qi'ku
光明汽车修理厂,guang'ming'qi'che'xiu'li'chang
光明眼镜,guang'ming'yan'jing
