安居小区,an'ju'xiao'qu
海泉湾,hai'quan'wan
海天旅行社,hai'tian'lv'xing'she
还在西安,hai'zai'xi'an
汉城路,han'cheng'lu
韩家湾,han'jia'wan
汉阳陵,han'yang'ling
好吃很,hao'chi'hen
好很,hao'hen
镐京,hao'jing
好看很,hao'kan'hen
好女娃,hao'nv'wa
好听很,hao'ting'hen
好玩很,hao'wan'hen
好着,hao'zhe
好着啊,hao'zhe'a
好着不,hao'zhe'bu
好着么,hao'zhe'me
好着呢啊,hao'zhe'ne'a
好着呢呀,hao'zhe'ne'ya
好着呀,hao'zhe'ya
好著呢,hao'zhu'ne
河大村,he'da'cun
河道乡,he'dao'xiang
河南街,he'nan'jie
和你不说了,he'ni'bu'shuo'le
和平村,he'ping'cun
黑很,hei'hen
红螺湾,hong'luo'wan
红旗商场,hong'qi'shang'chang
胡逛,hu'guang
胡家河,hu'jia'he
葫芦头,hu'lu'tou
胡片,hu'pian
胡说啥呢,hu'shuo'sha'ne
胡想了,hu'xiang'le
胡转,hu'zhuan
话多很,hua'duo'hen
华商报,hua'shang'bao
化纤路,hua'xian'lu
华兴中学,hua'xing'zhong'xue
华宇蓝郡,hua'yu'lan'jun
槐里路,huai'li'lu
换了去,huan'le'qu
回宝鸡,hui'bao'ji
会房子,hui'fang'zi
烩麻食,hui'ma'shi
汇通面,hui'tong'mian
回咸阳,hui'xian'yang
回咸阳了,hui'xian'yang'le
架子车,jia'zi'che
架子床,jia'zi'chuang
简单很,jian'dan'hen
酱辣子,jiang'la'zi
叫个啥,jiao'ge'sha
近很,jin'hen
今日咸阳,jin'ri'xian'yang
金善阁,jin'shan'ge
金丝峡,jin'si'xia
金台区,jin'tai'qu
金旭路,jin'xu'lu
泾干镇,jing'gan'zhen
泾干中学,jing'gan'zhong'xue
精神大,jing'shen'da
泾渭,jing'wei
泾阳,jing'yang
泾阳的,jing'yang'de
泾阳县,jing'yang'xian
纠结很,jiu'jie'hen
就说么,jiu'shuo'me
就说呢,jiu'shuo'ne
就在咸阳,jiu'zai'xian'yang
巨家,ju'jia
看把人,kan'ba'ren
看把娃,kan'ba'wa
砍头子,kan'tou'zi
看娃,kan'wa
抗战路,kang'zhan'lu
可爱很,ke'ai'hen
可怜很,ke'lian'hen
瞌睡很,ke'shui'hen
可咋了,ke'za'le
恐怖很,kong'bu'hen
快对了,kuai'dui'le
快很,kuai'hen
拉土车,la'tu'che
来陕西,lai'shan'xi
来咸阳,lai'xian'yang
兰池大道,lan'chi'da'dao
烂很,lan'hen
老碗鱼,lao'wan'yu
老早睡,lao'zao'shui
乐育北路,le'yu'bei'lu
乐育路,le'yu'lu
累很,lei'hen
冷很,leng'hen
梨瓜,li'gua
厉害很,li'hai'hen
李家村,li'jia'cun
李家庄,li'jia'zhuang
礼泉,li'quan
礼泉的,li'quan'de
礼泉县,li'quan'xian
凉快很,liang'kuai'hen
两寺渡,liang'si'du
料片,liao'pian
聊咋咧,liao'za'lie
陵前,ling'qian
陇县,long'xian
楼观台,lou'guan'tai
鲁桥,lu'qiao
乱很,luan'hen
驴日,lv'ri
驴蹄子,lv'ti'zi
麻烦很,ma'fan'hen
马家湾,ma'jia'wan
麻辣空间,ma'la'kong'jian
麻什,ma'shen
麻食,ma'shi
马嵬镇,ma'wei'zhen
马庄镇,ma'zhuang'zhen
慢很,man'hen
忙很,mang'hen
毛记,mao'ji
茂陵,mao'ling
毛条路,mao'tiao'lu
毛线呢,mao'xian'ne
么干撒,me'gan'sa
么干啥,me'gan'sha
么回来,me'hui'lai
么见了,me'jian'le
么见你,me'jian'ni
么看,me'kan
么马达,me'ma'da
么拿,me'na
么上班,me'shang'ban
么上课,me'shang'ke
么事干,me'shi'gan
么意思很,me'yi'si'hen
么有么,me'you'me
么有啥,me'you'sha
么咋,me'za
么在,me'zai
么怎么,me'zen'me
美包包,mei'bao'bao
没干撒,mei'gan'sa
没马达,mei'ma'da
没弄啥,mei'nong'sha
美太太,mei'tai'tai
煤校,mei'xiao
没意思很,mei'yi'si'hen
梦舒雅,meng'shu'ya
民院,min'yuan
民族学院,min'zu'xue'yuan
摩玛,mo'ma
木乱,mu'luan
木乱的,mu'luan'de
木乱很,mu'luan'hen
木乱死了,mu'luan'si'le
那个女娃,na'ge'nv'wa
那个娃,na'ge'wa
那就是么,na'jiu'shi'me
那男娃,na'nan'wa
那你可当,na'ni'ke'dang
那你想咋,na'ni'xiang'za
那女娃,na'nv'wa
那是这,na'shi'zhe
那我就来了,na'wo'jiu'lai'le
乃对,nai'dui
乃就,nai'jiu
乃就好,nai'jiu'hao
乃咋,nai'za
南安村,nan'an'cun
难吃很,nan'chi'hen
难过很,nan'guo'hen
难很,nan'hen
南郊中学,nan'jiao'zhong'xue
难看很,nan'kan'hen
南十字,nan'shi'zi
难受很,nan'shou'hen
难听很,nan'ting'hen
南洋维也纳花园,nan'yang'wei'ye'na'hua'yuan
你把饭,ni'ba'fan
你不管了,ni'bu'guan'le
你不停,ni'bu'ting
你锤子,ni'chui'zi
你当呢,ni'dang'ne
你得是,ni'dei'shi
你费事,ni'fei'shi
你干啥这,ni'gan'sha'zhe
你干啥着呢,ni'gan'sha'zhe'ne
你个瓜皮,ni'ge'gua'pi
你给娃,ni'gei'wa
你给咱,ni'gei'zan
你瓜了,ni'gua'le
你瓜皮,ni'gua'pi
你好着,ni'hao'zhe
你好这么,ni'hao'zhe'me
你就不管了,ni'jiu'bu'guan'le
你可当,ni'ke'dang
你快对了,ni'kuai'dui'le
你来咸阳,ni'lai'xian'yang
你妈皮,ni'ma'pi
你忙很,ni'mang'hen
你么看,ni'me'kan
你么上班,ni'me'shang'ban
你么事,ni'me'shi
你么在,ni'me'zai
你牛皮,ni'niu'pi
你弄撒,ni'nong'sa
你弄啥呢,ni'nong'sha'ne
你去西安,ni'qu'xi'an
你人不行,ni'ren'bu'xing
你撒时,ni'sa'shi
你屋人,ni'wu'ren
你咸阳,ni'xian'yang
你夜机,ni'ye'ji
你有病呢,ni'you'bing'ne
你在房子,ni'zai'fang'zi
你在西,ni'zai'xi
你在西安,ni'zai'xi'an
你在咸阳,ni'zai'xian'yang
你这娃,ni'zhe'wa
年穿,nian'chuan
年过得好,nian'guo'de'hao
牛背梁,niu'bei'liang
牛很,niu'hen
牛家村,niu'jia'cun
牛寨小学,niu'zhai'xiao'xue
弄个啥,nong'ge'sha
弄怕,nong'pa
弄撒,nong'sa
弄撒呢,nong'sa'ne
弄啥呢,nong'sha'ne
弄啥这,nong'sha'zhe
弄啥着呢,nong'sha'zhe'ne
女娃,nv'wa
女子娃,nv'zi'wa
爬华山,pa'hua'shan
胖很,pang'hen
皮干,pi'gan
皮松了,pi'song'le
谝的,pian'de
片哈,pian'ha
片会,pian'hui
谝闲传,pian'xian'chuan
便宜很,pian'yi'hen
漂亮很,piao'liang'hen
拼坐,pin'zuo
坡头,po'tou
普集,pu'ji
七厂,qi'chang
七厂十字,qi'chang'shi'zi
奇怪很,qi'guai'hen
七九五,qi'jiu'wu
七里铺,qi'li'pu
阡东,qian'dong
乾陵,qian'ling
乾县,qian'xian
乾县的,qian'xian'de
桥底镇,qiao'di'zhen
秦宝,qin'bao
秦宝小区,qin'bao'xiao'qu
秦都,qin'du
秦都花苑,qin'du'hua'yuan
秦都区,qin'du'qu
秦皇路,qin'huang'lu
秦岭山,qin'ling'shan
秦隆,qin'long
秦龙步行街,qin'long'bu'xing'jie
秦腔,qin'qiang
秦阳花园,qin'yang'hua'yuan
请留位,qing'liu'wei
清泰街,qing'tai'jie
轻院,qing'yuan
去宝鸡,qu'bao'ji
去华山,qu'hua'shan
去西安,qu'xi'an
去西安了,qu'xi'an'le
去咸阳,qu'xian'yang
热很,re'hen
热米皮,re'mi'pi
热闹很,re'nao'hen
人不行,ren'bu'xing
人常说,ren'chang'shuo
人多很,ren'duo'hen
人家不来,ren'jia'bu'lai
人家娃,ren'jia'wa
日月星城,ri'yue'xing'cheng
荣宾,rong'bin
软件升级,ruan'jian'sheng'ji
软香酥,ruan'xiang'su
撒时,sa'shi
三号桥,san'hao'qiao
三摩,san'mo
三原,san'yuan
三原的,san'yuan'de
三原了,san'yuan'le
三原县,san'yuan'xian
桑镇,sang'zhen
骚情,sao'qing
骚情的,sao'qing'de
啥人嘛,sha'ren'ma
陕北,shan'bei
陕北的,shan'bei'de
陕北人,shan'bei'ren
陕柴,shan'chai
陕服,shan'fu
陕工,shan'gong
陕工院,shan'gong'yuan
陕工职院,shan'gong'zhi'yuan
陕广,shan'guang
陕建,shan'jian
陕科大,shan'ke'da
陕科大附中,shan'ke'da'fu'zhong
陕煤,shan'mei
陕西,shan'xi
陕西的,shan'xi'de
陕西工院,shan'xi'gong'yuan
陕西国际,shan'xi'guo'ji
陕西话,shan'xi'hua
陕西会计网,shan'xi'kuai'ji'wang
陕西人事,shan'xi'ren'shi
陕西人事考试网,shan'xi'ren'shi'kao'shi'wang
陕西省,shan'xi'sheng
陕西省咸阳市,shan'xi'sheng'xian'yang'shi
陕西咸阳,shan'xi'xian'yang
陕西信合,shan'xi'xin'he
陕西移动,shan'xi'yi'dong
陕西中医,shan'xi'zhong'yi
陕西中医学院,shan'xi'zhong'yi'xue'yuan
闪远,shan'yuan
陕中附院,shan'zhong'fu'yuan
陕中院,shan'zhong'yuan
上班着,shang'ban'zhe
上班这么,shang'ban'zhe'me
商场统一收银,shang'chang'tong'yi'shou'yin
商芳会,shang'fang'hui
上课着,shang'ke'zhe
商贸学院,shang'mao'xue'yuan
伤心很,shang'xin'hen
上夜机,shang'ye'ji
少很,shao'hen
烧烤园,shao'kao'yuan
少皮干,shao'pi'gan
沈家小区,shen'jia'xiao'qu
生气很,sheng'qi'hen
势必的,shi'bi'de
势大,shi'da
时代影城,shi'dai'ying'cheng
史德,shi'de
史德镇,shi'de'zhen
石斗村,shi'dou'cun
事多很,shi'duo'hen
世纪大道,shi'ji'da'dao
世纪金花,shi'ji'jin'hua
是咸阳,shi'xian'yang
十字,shi'zi
舒服很,shu'fu'hen
帅很,shuai'hen
摔机,shuai'ji
爽很,shuang'hen
双照,shuang'zhao
双照镇,shuang'zhao'zhen
宋村,song'cun
怂管,song'guan
苏坊,su'fang
苏家寨,su'jia'zhai
宿舍娃,su'she'wa
酸汤面,suan'tang'mian
碎女子,sui'nv'zi
碎碎个事,sui'sui'ge'shi
碎戏,sui'xi
塔尔坡,ta'er'po
太白山,tai'bai'shan
太村,tai'cun
太乙宫,tai'yi'gong
烫菜,tang'cai
唐恩都乐,tang'en'dou'le
汤浴,tang'yu
讨厌很,tao'yan'hen
疼很,teng'hen
亭口,ting'kou
亭南,ting'nan
统一广场,tong'yi'guang'chang
头疼很,tou'teng'hen
团结路,tuan'jie'lu
娃的,wa'de
娃睡了,wa'shui'le
娃他爸,wa'ta'ba
娃他妈,wa'ta'ma
娃呀,wa'ya
王朝轩,wang'chao'xuan
王桥镇,wang'qiao'zhen
渭滨,wei'bin
渭滨公园,wei'bin'gong'yuan
渭城,wei'cheng
渭城区,wei'cheng'qu
渭城中学,wei'cheng'zhong'xue
渭河,wei'he
魏家,wei'jia
韦曲,wei'qu
渭阳,wei'yang
渭阳路,wei'yang'lu
渭阳西路,wei'yang'xi'lu
文汇东路,wen'hui'dong'lu
文汇西路,wen'hui'xi'lu
文林路,wen'lin'lu
问你个话,wen'ni'ge'hua
我班娃,wo'ban'wa
我背不住,wo'bei'bu'zhu
我才睡起来,wo'cai'shui'qi'lai
我锤子,wo'chui'zi
我到西安,wo'dao'xi'an
我的神呀,wo'de'shen'ya
我得是,wo'dei'shi
我烦很,wo'fan'hen
我给娃,wo'gei'wa
我给咱,wo'gei'zan
我好着,wo'hao'zhe
我瞌睡很,wo'ke'shui'hen
我困很,wo'kun'hen
我累很,wo'lei'hen
我么说,wo'me'shuo
我难受很,wo'nan'shou'hen
我去西安,wo'qu'xi'an
我陕西,wo'shan'xi
我是咸阳的,wo'shi'xian'yang'de
我宿舍娃,wo'su'she'wa
我无聊很,wo'wu'liao'hen
我屋人,wo'wu'ren
我无言了,wo'wu'yan'le
我西安,wo'xi'an
我咸阳,wo'xian'yang
我咸阳的,wo'xian'yang'de
我想你很,wo'xiang'ni'hen
我也就说,wo'ye'jiu'shuo
我在陕西,wo'zai'shan'xi
我在西安,wo'zai'xi'an
我在咸阳,wo'zai'xian'yang
武功的,wu'gong'de
武功县,wu'gong'xian
武功镇,wu'gong'zhen
吴家堡,wu'jia'bao
五里铺,wu'li'pu
无聊很,wu'liao'hen
无奈很,wu'nai'hen
无作废,wu'zuo'fei
西安技师学院,xi'an'ji'shi'xue'yuan
西安了,xi'an'le
西安呢,xi'an'ne
西安医学院,xi'an'yi'xue'yuan
西北大,xi'bei'da
西部证券,xi'bu'zheng'quan
西江村,xi'jiang'cun
西兰路,xi'lan'lu
喜乐华,xi'le'hua
西咸新区,xi'xian'xin'qu
西阳村,xi'yang'cun
西阳镇,xi'yang'zhen
西藏民族学院,xi'zang'min'zu'xue'yuan
西张堡,xi'zhang'bao
下沟,xia'gou
下苦,xia'ku
夏诺,xia'nuo
闲传,xian'chuan
闲很,xian'hen
闲了聊,xian'le'liao
闲忙,xian'mang
县门街,xian'men'jie
咸阳,xian'yang
咸阳啊,xian'yang'a
咸阳吧,xian'yang'ba
咸阳不,xian'yang'bu
咸阳的,xian'yang'de
咸阳东,xian'yang'dong
咸阳海,xian'yang'hai
咸阳湖,xian'yang'hu
咸阳开元,xian'yang'kai'yuan
咸阳了,xian'yang'le
咸阳吗,xian'yang'ma
咸阳么,xian'yang'me
咸阳哪的,xian'yang'na'de
咸阳呢,xian'yang'ne
咸阳人,xian'yang'ren
咸阳日报,xian'yang'ri'bao
咸阳市,xian'yang'shi
咸阳师范,xian'yang'shi'fan
咸阳师范学院,xian'yang'shi'fan'xue'yuan
咸阳市口腔医院,xian'yang'shi'kou'qiang'yi'yuan
咸阳天气,xian'yang'tian'qi
咸阳站,xian'yang'zhan
咸阳中学,xian'yang'zhong'xue
乡党,xiang'dang
香很,xiang'hen
想你很,xiang'ni'hen
小村镇,xiao'cun'zhen
小很,xiao'hen
肖家村,xiao'jia'cun
啸雷,xiao'lei
小六汤包,xiao'liu'tang'bao
小四川,xiao'si'chuan
小寨,xiao'zhai
新北街,xin'bei'jie
心烦很,xin'fan'hen
新丰镇,xin'feng'zhen
新华大厦,xin'hua'da'sha
辛苦很,xin'ku'hen
新时,xin'shi
心疼很,xin'teng'hen
幸福很,xing'fu'hen
兴隆镇,xing'long'zhen
行木,xing'mu
兴平,xing'ping
兴平吧,xing'ping'ba
兴平的,xing'ping'de
兴平了,xing'ping'le
兴平市,xing'ping'shi
薛录,xue'lu
寻事,xun'shi
旬邑,xun'yi
旬邑县,xun'yi'xian
雅泰来,ya'tai'lai
鸭掌门,ya'zhang'men
延点,yan'dian
烟霞,yan'xia
烟霞镇,yan'xia'zhen
阳光小区,yang'guang'xiao'qu
阳光幸福城,yang'guang'xing'fu'cheng
杨家村,yang'jia'cun
杨凌,yang'ling
羊毛湾,yang'mao'wan
羊肉泡,yang'rou'pao
阳峪镇,yang'yu'zhen
窑店,yao'dian
窑店镇,yao'dian'zhen
要娃,yao'wa
药王洞,yao'wang'dong
也好着,ye'hao'zhe
也好着呢,ye'hao'zhe'ne
夜机,ye'ji
也就是的,ye'jiu'shi'de
一存,yi'cun
逸夫小学,yi'fu'xiao'xue
一个女娃,yi'ge'nv'wa
一广场,yi'guang'chang
一还,yi'hai
一号桥,yi'hao'qiao
一截子,yi'jie'zi
一领,yi'ling
一取,yi'qu
一删,yi'shan
怡水花园,yi'shui'hua'yuan
已填维修协议,yi'tian'wei'xiu'xie'yi
永乐镇,yong'le'zhen
永寿,yong'shou
永寿县,yong'shou'xian
油坊道,you'fang'dao
又能咋,you'neng'za
有娃了,you'wa'le
邮校,you'xiao
榆林的,yu'lin'de
郁闷很,yu'men'hen
御品轩,yu'pin'xuan
玉泉西路,yu'quan'xi'lu
玉祥门,yu'xiang'men
豫竹,yu'zhu
远很,yuan'hen
袁记,yuan'ji
袁家,yuan'jia
袁家村,yuan'jia'cun
原上,yuan'shang
晕很,yun'hen
云阳镇,yun'yang'zhen
咋可能呢,za'ke'neng'ne
咋样么,za'yang'me
在宝鸡,zai'bao'ji
在彬县,zai'bin'xian
在街道,zai'jie'dao
在泾阳,zai'jing'yang
在礼泉,zai'li'quan
在么在,zai'me'zai
在乾县,zai'qian'xian
在三原,zai'san'yuan
在陕西,zai'shan'xi
在我房子,zai'wo'fang'zi
在武功,zai'wu'gong
在西安,zai'xi'an
在县上,zai'xian'shang
在咸阳,zai'xian'yang
在小样,zai'xiao'yang
在兴平,zai'xing'ping
在杨凌,zai'yang'ling
脏很,zang'hen
早都完了,zao'dou'wan'le
早很,zao'hen
贼你妈,zei'ni'ma
贼你妹,zei'ni'mei
贼去,zei'qu
贼他妈,zei'ta'ma
贼贼贼,zei'zei'zei
蘸水面,zhan'shui'mian
张洪镇,zhang'hong'zhen
张家堡,zhang'jia'bao
张家山,zhang'jia'shan
找不哈,zhao'bu'ha
赵村,zhao'cun
赵国秀,zhao'guo'xiu
朝阳二路,zhao'yang'er'lu
朝阳一路,zhao'yang'yi'lu
这会干啥呢,zhe'hui'gan'sha'ne
这女娃,zhe'nv'wa
贞元,zhen'yuan
正阳镇,zheng'yang'zhen
职田,zhi'tian
直线导轨,zhi'xian'dao'gui
中宏,zhong'hong
中华小区,zhong'hua'xiao'qu
中华苑,zhong'hua'yuan
中铁一局,zhong'tie'yi'ju
中张镇,zhong'zhang'zhen
周陵,zhou'ling
周陵镇,zhou'ling'zhen
周至,zhou'zhi
助剂厂,zhu'ji'chang
珠泉路,zhu'quan'lu
猪样子,zhu'yang'zi
抓落实,zhua'luo'shi
庄头,zhuang'tou
子么,zi'me
紫韵东城,zi'yun'dong'cheng
走些,zou'xie
