阿波罗,a'bo'luo
布达城堡区,bu'da'cheng'bao'qu
布达拉宫,bu'da'la'gong
布达佩斯,bu'da'pei'si
布尔戈斯,bu'er'ge'si
布尔诺,bu'er'nuo
布尔日大教堂,bu'er'ri'da'jiao'tang
布哈拉,bu'ha'la
布拉格,bu'la'ge
不来梅,bu'lai'mei
布莱尼姆宫,bu'lai'ni'mu'gong
布里哈迪斯瓦拉,bu'li'ha'di'si'wa'la
布里特威斯,bu'li'te'wei'si
布鲁日,bu'lu'ri
布鲁塞尔,bu'lu'sai'er
布吕尔,bu'lv'er
布吕根地区,bu'lv'gen'di'qu
布斯拉古城,bu'si'la'gu'cheng
布特林特,bu'te'lin'te
布温迪国家公国,bu'wen'di'guo'jia'gong'guo
彩绘教堂,cai'hui'jiao'tang
查科文化,cha'ke'wen'hua
昌昌考古区,chang'chang'kao'gu'qu
长城,chang'cheng
昌德宫,chang'de'gong
长方形主教教堂,chang'fang'xing'zhu'jiao'jiao'tang
朝圣教堂,chao'sheng'jiao'tang
朝圣之路,chao'sheng'zhi'lu
城堡,cheng'bao
城堡和城墙,cheng'bao'he'cheng'qiang
城堡和文化,cheng'bao'he'wen'hua
城堡及庄园,cheng'bao'ji'zhuang'yuan
城堡式要塞,cheng'bao'shi'yao'sai
承德避暑山庄及周围寺庙,cheng'de'bi'shu'shan'zhuang'ji'zhou'wei'si'miao
城内,cheng'nei
传统建筑,chuan'tong'jian'zhu
措迪洛山,cuo'di'luo'shan
大成历史名城,da'cheng'li'shi'ming'cheng
达夫尼,da'fu'ni
大广场,da'guang'chang
大吉岭,da'ji'ling
大吉岭喜马拉雅铁路,da'ji'ling'xi'ma'la'ya'tie'lu
大教堂,da'jiao'tang
大津巴布韦遗址,da'jin'ba'bu'wei'yi'zhi
大卡萨斯,da'ka'sa'si
达勒姆大教堂和城堡,da'le'mu'da'jiao'tang'he'cheng'bao
大雷普提斯,da'lei'pu'ti'si
达连国家公园,da'lian'guo'jia'gong'yuan
大羚羊保护区,da'ling'yang'bao'hu'qu
大马士革,da'ma'shi'ge
大清真寺和医院,da'qing'zhen'si'he'yi'yuan
大圣卢西亚沼泽公园,da'sheng'lu'xi'ya'zhao'ze'gong'yuan
达特施泰因,da'te'shi'tai'yin
大铜山采矿区,da'tong'shan'cai'kuang'qu
大雾山国家公园,da'wu'shan'guo'jia'gong'yuan
大西洋东南森林保护区,da'xi'yang'dong'nan'sen'lin'bao'hu'qu
大西洋沿岸的森林保护区,da'xi'yang'yan'an'de'sen'lin'bao'hu'qu
大峡谷国家公园,da'xia'gu'guo'jia'gong'yuan
大峡谷文化景观,da'xia'gu'wen'hua'jing'guan
大熊猫栖息地,da'xiong'mao'qi'xi'di
大藏经板木及板库,da'zang'jing'ban'mu'ji'ban'ku
大昭寺,da'zhao'si
大沼泽地国家公园,da'zhao'ze'di'guo'jia'gong'yuan
大足石刻,da'zu'shi'ke
戴安诺,dai'an'nuo
戴克里先,dai'ke'li'xian
丹布勒金寺,dan'bu'le'jin'si
德,de
的达亚恩城堡,de'da'ya'en'cheng'bao
德尔斐,de'er'fei
德国纳粹集中营和死亡营,de'guo'na'cui'ji'zhong'ying'he'si'wang'ying
德卡尼修道院,de'ka'ni'xiu'dao'yuan
德孔波斯特拉,de'kong'bo'si'te'la
德拉肯斯山,de'la'ken'si'shan
德拉罗卡堡,de'la'luo'ka'bao
德累斯顿,de'lei'si'dun
德罗特宁霍尔摩宫,de'luo'te'ning'huo'er'mo'gong
的木构教堂,de'mu'gou'jiao'tang
德绍,de'shao
德文特河谷工业区,de'wen'te'he'gu'gong'ye'qu
德乌玛瓦卡,de'wu'ma'wa'ka
蒂阿曼蒂那城,di'a'man'di'na'cheng
迪奥西亚,di'ao'xi'ya
底比斯古城及墓地,di'bi'si'gu'cheng'ji'mu'di
迪夫里伊,di'fu'li'yi
蒂卡尔国家公园,di'ka'er'guo'jia'gong'yuan
地区历史遗迹及其自然景观,di'qu'li'shi'yi'ji'ji'qi'zi'ran'jing'guan
缔头万城,di'tou'wan'cheng
蒂瓦纳科文化中心,di'wa'na'ke'wen'hua'zhong'xin
蒂沃利城,di'wo'li'cheng
地下宫殿,di'xia'gong'dian
地下河,di'xia'he
蒂亚,di'ya
地中海盆地岩画艺术,di'zhong'hai'pen'di'yan'hua'yi'shu
丁威勒,ding'wei'le
栋巴耶延山,dong'ba'ye'yan'shan
东欧远古山毛榉林,dong'ou'yuan'gu'shan'mao'ju'lin
杜布罗夫尼克,du'bu'luo'fu'ni'ke
杜加和土加,du'jia'he'tu'jia
都江堰,du'jiang'yan
杜米托尔,du'mi'tuo'er
敦煌莫高窟,dun'huang'mo'gao'ku
多明各会,duo'ming'ge'hui
多纳纳国家公园,duo'na'na'guo'jia'gong'yuan
多瑙河两岸,duo'nao'he'liang'an
多瑙河三角洲,duo'nao'he'san'jiao'zhou
多塞特和东德文海岸,duo'sai'te'he'dong'de'wen'hai'an
鄂尔浑,e'er'hun
鄂尔浑峡谷,e'er'hun'xia'gu
峨眉山,e'mei'shan
俄西俄斯罗卡斯,e'xi'e'si'luo'ka'si
恩格尔斯堡铁矿工场,en'ge'er'si'bao'tie'kuang'gong'chang
恩戈罗恩戈罗自然保护区,en'ge'luo'en'ge'luo'zi'ran'bao'hu'qu
法尔肯拉斯特,fa'er'ken'la'si'te
法隆寺,fa'long'si
法伦,fa'lun
法塔赫布尔,fa'ta'he'bu'er
梵蒂冈城,fan'di'gang'cheng
凡尔赛宫及其园林,fan'er'sai'gong'ji'qi'yuan'lin
方济各会,fang'ji'ge'hui
防御工事,fang'yu'gong'shi
费城独立厅,fei'cheng'du'li'ting
费拉拉,fei'la'la
费拉蓬特修道院,fei'la'peng'te'xiu'dao'yuan
菲律宾,fei'lv'bin
非斯老城,fei'si'lao'cheng
芬兰堡,fen'lan'bao
风车,feng'che
枫丹白露,feng'dan'bai'lu
风格主义建筑,feng'ge'zhu'yi'jian'zhu
风景区,feng'jing'qu
丰特努瓦,feng'te'nu'wa
丰芽,feng'ya
佛国寺,fo'guo'si
佛教,fo'jiao
佛教古迹,fo'jiao'gu'ji
佛兰德,fo'lan'de
佛罗伦萨,fo'luo'lun'sa
佛祖诞生地,fo'zu'dan'sheng'di
弗尔科里涅斯,fu'er'ke'li'nie'si
弗尔克林根,fu'er'ke'lin'gen
复活节岛,fu'huo'jie'dao
弗拉基米尔,fu'la'ji'mi'er
弗兰格尔岛自然保护区,fu'lan'ge'er'dao'zi'ran'bao'hu'qu
弗里德堡陨石坑,fu'li'de'bao'yun'shi'keng
弗罗茨瓦夫,fu'luo'ci'wa'fu
弗罗茨瓦夫百年厅,fu'luo'ci'wa'fu'bai'nian'ting
弗洛勒尔角,fu'luo'le'er'jiao
盖比城堡及古建筑,gai'bi'cheng'bao'ji'gu'jian'zhu
盖夫,gai'fu
盖朗厄尔峡湾,gai'lang'e'er'xia'wan
盖乌拉德奥,gai'wu'la'de'ao
港口城堡和古迹群,gang'kou'cheng'bao'he'gu'ji'qun
港口城市,gang'kou'cheng'shi
钢铁厂,gang'tie'chang
高地海岸,gao'di'hai'an
高地山坡,gao'di'shan'po
高句丽墓葬群,gao'gou'li'mu'zang'qun
高句丽王城,gao'gou'li'wang'cheng
格邦国家公园,ge'bang'guo'jia'gong'yuan
戈布斯坦,ge'bu'si'tan
戈布斯坦岩画,ge'bu'si'tan'yan'hua
戈夫岛,ge'fu'dao
格加尔,ge'jia'er
格拉茨历史中心,ge'la'ci'li'shi'zhong'xin
格拉玛国家公园,ge'la'ma'guo'jia'gong'yuan
格拉纳达,ge'la'na'da
格拉特,ge'la'te
戈雷岛,ge'lei'dao
格雷梅,ge'lei'mei
格林威治海岸地区,ge'lin'wei'zhi'hai'an'di'qu
格罗斯莫讷,ge'luo'si'mo'ne
格默尔斯达德,ge'mo'er'si'da'de
戈斯拉尔,ge'si'la'er
戈亚斯城,ge'ya'si'cheng
贡达,gong'da
贡德尔地区的法西尔,gong'de'er'di'qu'de'fa'xi'er
宫殿和园林,gong'dian'he'yuan'lin
宫殿及花园,gong'dian'ji'hua'yuan
宫廷花园和广场,gong'ting'hua'yuan'he'guang'chang
工业景观,gong'ye'jing'guan
工业区景观,gong'ye'qu'jing'guan
公园文化景观,gong'yuan'wen'hua'jing'guan
古巴东南第一座咖啡种植园考古风景区,gu'ba'dong'nan'di'yi'zuo'ka'fei'zhong'zhi'yuan'kao'gu'feng'jing'qu
古巴圣地亚哥,gu'ba'sheng'di'ya'ge
古堡,gu'bao
古堡赫圣胡安,gu'bao'he'sheng'hu'an
古城,gu'cheng
古城及其城墙,gu'cheng'ji'qi'cheng'qiang
古城萨拉曼卡,gu'cheng'sa'la'man'ka
古城镇,gu'cheng'zhen
古代龙舌兰酿酒基地,gu'dai'long'she'lan'niang'jiu'ji'di
故宫,gu'gong
古迹,gu'ji
古基督教,gu'ji'du'jiao
古迹区,gu'ji'qu
古迹群,gu'ji'qun
古迦太基城及墓地,gu'jia'tai'ji'cheng'ji'mu'di
古建筑群,gu'jian'zhu'qun
古津,gu'jin
古京都的历史建筑,gu'jing'du'de'li'shi'jian'zhu
古老村落,gu'lao'cun'luo
古罗马建筑,gu'luo'ma'jian'zhu
古罗马建筑和教堂,gu'luo'ma'jian'zhu'he'jiao'tang
古罗马竞技场,gu'luo'ma'jing'ji'chang
古罗马剧院,gu'luo'ma'ju'yuan
古帕玛库景观,gu'pa'ma'ku'jing'guan
古桥,gu'qiao
古琴,gu'qin
古清真寺之城,gu'qing'zhen'si'zhi'cheng
古塞尔,gu'sai'er
顾特卜塔,gu'te'bu'ta
瓜达拉哈拉,gua'da'la'ha'la
瓜达卢佩,gua'da'lu'pei
瓜拉尼,gua'la'ni
瓜纳华托古镇及周围银矿,gua'na'hua'tuo'gu'zhen'ji'zhou'wei'yin'kuang
瓜纳卡斯特自然保护区,gua'na'ka'si'te'zi'ran'bao'hu'qu
灌溉体系,guan'gai'ti'xi
广播站,guang'bo'zhan
广岛和平公园,guang'dao'he'ping'gong'yuan
圭尔宫,gui'er'gong
圭尔公园,gui'er'gong'yuan
圭内斯郡,gui'nei'si'jun
贵族墓葬,gui'zu'mu'zang
果阿,guo'a
国际和平公园,guo'ji'he'ping'gong'yuan
国家公园,guo'jia'gong'yuan
国家历史公园的城堡,guo'jia'li'shi'gong'yuan'de'cheng'bao
哈德良长城,ha'de'liang'chang'cheng
哈尔,ha'er
哈尔施塔特,ha'er'shi'ta'te
哈格帕特,ha'ge'pa'te
哈勒尔城,ha'le'er'cheng
哈迈德城堡,ha'mai'de'cheng'bao
哈特拉,ha'te'la
哈图沙,ha'tu'sha
哈瓦那旧城及防御工事,ha'wa'na'jiu'cheng'ji'fang'yu'gong'shi
海岸景观,hai'an'jing'guan
海洋公园,hai'yang'gong'yuan
海印寺,hai'yin'si
汉撒同盟城,han'sa'tong'meng'cheng
汉萨同盟城市,han'sa'tong'meng'cheng'shi
赫拉神殿,he'la'shen'dian
赫内拉利费,he'nei'la'li'fei
和顺,he'shun
亨比,heng'bi
亨伯斯通,heng'bo'si'tong
亨德森岛,heng'de'sen'dao
红堡,hong'bao
红杉树国家公园,hong'shan'shu'guo'jia'gong'yuan
狐猴,hu'hou
胡马,hu'ma
胡马纳草原,hu'ma'na'cao'yuan
湖畔,hu'pan
花卉山谷,hua'hui'shan'gu
华沙历史中心,hua'sha'li'shi'zhong'xin
化石遗址,hua'shi'yi'zhi
花园和城堡,hua'yuan'he'cheng'bao
皇家国家公园,huang'jia'guo'jia'gong'yuan
皇家蓝山行宫,huang'jia'lan'shan'xing'gong
皇家修道院,huang'jia'xiu'dao'yuan
皇家盐矿,huang'jia'yan'kuang
皇家园林,huang'jia'yuan'lin
黄龙风景名胜区,huang'long'feng'jing'ming'sheng'qu
黄龙风景区,huang'long'feng'jing'qu
黄山,huang'shan
黄山风景名胜区,huang'shan'feng'jing'ming'sheng'qu
黄石国家公园,huang'shi'guo'jia'gong'yuan
会安古镇,hui'an'gu'zhen
霍尔托巴吉,huo'er'tuo'ba'ji
霍贾,huo'jia
霍加皮野生动物保护区,huo'jia'pi'ye'sheng'dong'wu'bao'hu'qu
霍拉,huo'la
霍拉圣巴拉巴,huo'la'sheng'ba'la'ba
霍拉肖维采,huo'la'xiao'wei'cai
霍雷祖修道院,huo'lei'zu'xiu'dao'yuan
霍洛克,huo'luo'ke
霍奇卡尔科考古遗迹区,huo'qi'ka'er'ke'kao'gu'yi'ji'qu
霍亚德赛伦考古遗址,huo'ya'de'sai'lun'kao'gu'yi'zhi
基督教女修道院,ji'du'jiao'nv'xiu'dao'yuan
基多古城,ji'duo'gu'cheng
基尔瓦遗址和松戈马拉遗址,ji'er'wa'yi'zhi'he'song'ge'ma'la'yi'zhi
基辅,ji'fu
基里瓜考古公园,ji'li'gua'kao'gu'gong'yuan
姬路城,ji'lu'cheng
基罗拉塔湾,ji'luo'la'ta'wan
吉马良斯,ji'ma'liang'si
基纳巴卢,ji'na'ba'lu
吉诺卡斯特城,ji'nuo'ka'si'te'cheng
基日岛,ji'ri'dao
基色圣地,ji'se'sheng'di
纪伊山脉,ji'yi'shan'mai
济州火山岛和熔岩洞,ji'zhou'huo'shan'dao'he'rong'yan'dong
加达梅斯古镇,jia'da'mei'si'gu'zhen
加德满都谷,jia'de'man'du'gu
加德桥,jia'de'qiao
加尔坦佩,jia'er'tan'pei
贾河动物保护区,jia'he'dong'wu'bao'hu'qu
加济兰加,jia'ji'lan'jia
加拉霍艾国家公园,jia'la'huo'ai'guo'jia'gong'yuan
加拉帕戈斯群岛,jia'la'pa'ge'si'qun'dao
加莱里乌斯宫,jia'lai'li'wu'si'gong
加兰巴国家公园,jia'lan'ba'guo'jia'gong'yuan
加勒古城,jia'le'gu'cheng
加利福尼亚湾群岛及保护区,jia'li'fu'ni'ya'wan'qun'dao'ji'bao'hu'qu
贾姆济格勒,jia'mu'ji'ge'le
贾姆尖塔,jia'mu'jian'ta
迦太基考古遗址,jia'tai'ji'kao'gu'yi'zhi
加特地区,jia'te'di'qu
贾特拉帕蒂,jia'te'la'pa'di
家族城堡和文化,jia'zu'cheng'bao'he'wen'hua
建筑及其遗址,jian'zhu'ji'qi'yi'zhi
江华,jiang'hua
教堂村,jiao'tang'cun
教堂和山丘,jiao'tang'he'shan'qiu
教堂和修道院,jiao'tang'he'xiu'dao'yuan
教堂群,jiao'tang'qun
杰尔宾特古城堡,jie'er'bin'te'gu'cheng'bao
杰米拉古罗马遗迹,jie'mi'la'gu'luo'ma'yi'ji
杰姆,jie'mu
杰内古城,jie'nei'gu'cheng
金德代克,jin'de'dai'ke
京都,jing'du
景观合成的朝圣公园,jing'guan'he'cheng'de'chao'sheng'gong'yuan
鲸鱼保护区,jing'yu'bao'hu'qu
鲸鱼峡谷,jing'yu'xia'gu
旧城和旧桥地区,jiu'cheng'he'jiu'qiao'di'qu
九寨沟,jiu'zhai'gou
九寨沟风景名胜区,jiu'zhai'gou'feng'jing'ming'sheng'qu
酒庄文化景观,jiu'zhuang'wen'hua'jing'guan
居昌,ju'chang
巨人之路及其海岸,ju'ren'zhi'lu'ji'qi'hai'an
巨石文化时代的神殿,ju'shi'wen'hua'shi'dai'de'shen'dian
巨石阵,ju'shi'zhen
军港,jun'gang
卡俄基亚土墩群,ka'e'ji'ya'tu'dun'qun
喀尔巴阡山,ka'er'ba'qian'shan
卡尔卡松,ka'er'ka'song
喀尔库阿内,ka'er'ku'a'nei
卡尔斯克鲁纳,ka'er'si'ke'lu'na
卡尔韦列,ka'er'wei'lie
卡胡兹,ka'hu'zi
卡肯,ka'ken
卡拉特,ka'la'te
卡拉特考古遗址,ka'la'te'kao'gu'yi'zhi
卡莱纳冯,ka'lai'na'feng
卡里尔,ka'li'er
卡米遗址,ka'mi'yi'zhi
卡帕多西亚,ka'pa'duo'xi'ya
卡皮瓦拉山,ka'pi'wa'la'shan
卡萨莱,ka'sa'lai
卡塞雷斯古镇,ka'sai'lei'si'gu'zhen
卡塞塔,ka'sai'ta
喀山的城堡,ka'shan'de'cheng'bao
喀斯特地貌,ka'si'te'di'mao
喀斯特岩洞,ka'si'te'yan'dong
卡苏比国王墓,ka'su'bi'guo'wang'mu
卡塔赫纳,ka'ta'he'na
卡瓦尼亚斯救济院,ka'wa'ni'ya'si'jiu'ji'yuan
卡赞利克,ka'zan'li'ke
凯鲁万,kai'lu'wan
开平碉楼与村落,kai'ping'diao'lou'yu'cun'luo
凯旋门,kai'xuan'men
勘察加火,kan'cha'jia'huo
坎佩切,kan'pei'qie
坎佩切卡拉科姆鲁古老,kan'pei'qie'ka'la'ke'mu'lu'gu'lao
坎特伯雷大教堂,kan'te'bo'lei'da'jiao'tang
康斯坦茨,kang'si'tan'ci
康沃尔和西德文矿区景观,kang'wo'er'he'xi'de'wen'kuang'qu'jing'guan
考爱山,kao'ai'shan
考爱山森林,kao'ai'shan'sen'lin
考古地区,kao'gu'di'qu
考古公园,kao'gu'gong'yuan
考古景观岩刻,kao'gu'jing'guan'yan'ke
考古遗址,kao'gu'yi'zhi
科阿山谷,ke'a'shan'gu
科巴国家公园,ke'ba'guo'jia'gong'yuan
科尔多巴耶稣会牧场和街区,ke'er'duo'ba'ye'su'hui'mu'chang'he'jie'qu
科尔多瓦,ke'er'duo'wa
科孚古城,ke'fu'gu'cheng
克久拉霍,ke'jiu'la'huo
科科斯岛国家公园,ke'ke'si'dao'guo'jia'gong'yuan
克拉科德堡,ke'la'ke'de'bao
克拉科夫,ke'la'ke'fu
克拉罗尔,ke'la'luo'er
克拉罗尔峡谷,ke'la'luo'er'xia'gu
克雷塔罗,ke'lei'ta'luo
克雷塔罗城,ke'lei'ta'luo'cheng
克里姆林宫,ke'li'mu'lin'gong
克里斯匹,ke'li'si'pi
克隆堡宫,ke'long'bao'gong
科隆大教堂,ke'long'da'jiao'tang
克卢恩,ke'lu'en
克鲁姆洛夫,ke'lu'mu'luo'fu
克罗麦里兹,ke'luo'mai'li'zi
科洛缅斯科耶,ke'luo'mian'si'ke'ye
科米原始森林,ke'mi'yuan'shi'sen'lin
科莫埃国家公园,ke'mo'ai'guo'jia'gong'yuan
科莫多国家公园,ke'mo'duo'guo'jia'gong'yuan
科纳拉克,ke'na'la'ke
克拿维,ke'na'wei
科潘玛雅遗址,ke'pan'ma'ya'yi'zhi
科索沃中世纪建筑,ke'suo'wo'zhong'shi'ji'jian'zhu
科托尔,ke'tuo'er
克瓦尔肯群岛,ke'wa'er'ken'qun'dao
柯义巴岛,ke'yi'ba'dao
肯尼亚山国家公园,ken'ni'ya'shan'guo'jia'gong'yuan
